motore,simbolo,tf,etichetta,cartella,vicino,is_passate,is_uniche,is_pf_med,is_pf_max,is_trades_med,is_trades_max,is_dd_med,is_profit_med,is_dd_max,is_profit_max,oos_passate,oos_uniche,oos_pf_med,oos_pf_max,oos_trades_med,oos_trades_max,oos_dd_med,oos_profit_med,oos_dd_max,oos_profit_max,unica_passate,unica_uniche,unica_pf_med,unica_pf_max,unica_trades_med,unica_trades_max,unica_dd_med,unica_profit_med,unica_dd_max,unica_profit_max,file
CostToCost,XAGUSD,H4,scan_h4,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,9,9,0.8808,1.12515,128,86,21.9262,-927.07,8.5036,496.21,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4/scan_ABTG_CostToCost_H4_XAGUSD.csv
EMA200,NZDCAD,H4,H4_OHLC,backtest_pipeline/risultati_archivio/EMA200/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,85,83,0.88066,1.05476,411,236,8.268,-407.63,3.9757,86.05,backtest_pipeline/risultati_archivio/EMA200/H4_OHLC/scan_ABTG_EMA200_H4_NZDCAD.csv
CostToCost,XAUUSD,H1,scan_h1,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,9,9,0.87981,1.18641,888,579,48.2846,-3401.82,27.0737,6053.7,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h1/scan_ABTG_CostToCost_XAUUSD.csv
SupertrendReversal,F40EUR,H4,H4_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,94,87,0.8793,7.37069,60,48,5.4749,-94.49,1.6583,894.19,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC/scan_ABTG_SupertrendReversal_H4_F40EUR.csv
EMA200,200AUD,H1,H1_OHLC,backtest_pipeline/risultati_archivio/EMA200/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,87,87,0.87835,1.08407,598,431,9.6338,-422.89,4.1007,249.08,backtest_pipeline/risultati_archivio/EMA200/H1_OHLC/scan_ABTG_EMA200_H1_200AUD.csv
EMA200,EURJPY,H1,H1_OHLC,backtest_pipeline/risultati_archivio/EMA200/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,89,89,0.87696,1.04907,1441,683,21.4114,-1503.47,8.235,302.88,backtest_pipeline/risultati_archivio/EMA200/H1_OHLC/scan_ABTG_EMA200_H1_EURJPY.csv
CostToCost,XNGUSD,H4,scan_h4,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,9,9,0.87694,1.6767,62,60,15.5779,-444.59,7.9461,1706.23,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4/scan_ABTG_CostToCost_H4_XNGUSD.csv
CostToCost,USDJPY,H1,scan_h1,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,9,9,0.87628,1.09521,698,617,39.2386,-3070.24,29.9552,4431.23,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h1/scan_ABTG_CostToCost_USDJPY.csv
EasyTrend,EURJPY,H1,scan,backtest_pipeline/risultati_prove/ABTG_EasyTrend/scan,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,6,6,0.87609,1.08362,107,56,12.0873,-799.01,9.5842,271.71,backtest_pipeline/risultati_prove/ABTG_EasyTrend/scan/scan_ABTG_EasyTrend_EURJPY.csv
EMA200,CADCHF,H1,risultati_scan_ABTG_EMA200_H1,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,76,76,0.87575,1.10956,1749,792,29.8044,-2293.18,9.3828,836.21,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1/scan_ABTG_EMA200_H1_CADCHF.csv
EMA200,USDJPY,H1,H1_OHLC,backtest_pipeline/risultati_archivio/EMA200/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,84,84,0.87518,1.17197,858,557,22.7962,-1381.56,6.7206,845.75,backtest_pipeline/risultati_archivio/EMA200/H1_OHLC/scan_ABTG_EMA200_H1_USDJPY.csv
larry,XPTUSD,H1,notte,backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,12,12,0.87312,1.84208,23,9,9.1883,-142.88,2.585,204.33,backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte/scan_larry_XPTUSD.csv
GapFill,GBPJPY,H1,scan1,backtest_pipeline/risultati_prove/ABTG_GapFill/scan1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.87223,0.92631,12,9,4.1557,-62.32,2.8689,-21.8,backtest_pipeline/risultati_prove/ABTG_GapFill/scan1/scan_ABTG_GapFill_GBPJPY.csv
SupertrendReversal,UKOIL,H1,H1_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,92,92,0.87148,1.61609,159,162,6.0418,-230.24,4.9355,965.88,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC/scan_ABTG_SupertrendReversal_H1_UKOIL.csv
EMA200,E35EUR,H1,risultati_scan_ABTG_EMA200_H1,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,88,88,0.87086,1.14432,279,110,10.9516,-344.56,3.8828,160.97,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1/scan_ABTG_EMA200_H1_E35EUR.csv
EasyTrend,EURGBP,H1,tick,backtest_pipeline/risultati_prove/ABTG_EasyTrend/tick,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,6,6,0.87028,1.98134,96,54,13.5517,-658.43,3.5509,2502.45,backtest_pipeline/risultati_prove/ABTG_EasyTrend/tick/valid_ABTG_EasyTrend_H1_realtick_EURGBP.csv
SupertrendReversal,F40EUR,H1,H1_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,96,96,0.86882,3.96471,214,28,12.0922,-380.52,1.2671,336.02,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC/scan_ABTG_SupertrendReversal_H1_F40EUR.csv
EMA200,EURJPY,H1,risultati_scan_ABTG_EMA200_H1,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,78,78,0.86698,0.9995,1086,689,20.9717,-1614.05,9.6923,-3.21,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1/scan_ABTG_EMA200_H1_EURJPY.csv
EMA200,CADCHF,H1,H1_OHLC,backtest_pipeline/risultati_archivio/EMA200/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,80,80,0.86625,1.13897,1272,757,31.7346,-2223.73,8.9665,1025.11,backtest_pipeline/risultati_archivio/EMA200/H1_OHLC/scan_ABTG_EMA200_H1_CADCHF.csv
SupertrendReversal,UKOIL,H4,H4_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,98,97,0.86513,23.9,41,8,2.9627,-83.4,0.9574,114.5,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC/scan_ABTG_SupertrendReversal_H4_UKOIL.csv
SupRevScr,F40EUR,H1,SupRev_nuovi_indici,backtest_pipeline/risultati_archivio/SupRev_nuovi_indici,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,27,27,0.86276,1.28532,207,131,8.2887,-419.49,6.3719,530.17,backtest_pipeline/risultati_archivio/SupRev_nuovi_indici/36fc3017-valid_SupRevScr_F40EUR_H1.csv
EMA200,NZDJPY,H1,risultati_scan_ABTG_EMA200_H1,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,86,86,0.86168,0.97918,1187,707,20.2426,-1661.51,14.1652,-109.14,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1/scan_ABTG_EMA200_H1_NZDJPY.csv
GoldenCross,USDCHF,H1,H1_OHLC,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,79,79,0.86091,1.05462,60,50,5.0469,-224.82,2.9774,45.23,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC/scan_ABTG_GoldenCross_H1_USDCHF.csv
EMA200,NZDJPY,H1,H1_OHLC,backtest_pipeline/risultati_archivio/EMA200/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,85,85,0.85982,1.0286,1076,660,18.3811,-1340.04,13.3855,131.93,backtest_pipeline/risultati_archivio/EMA200/H1_OHLC/scan_ABTG_EMA200_H1_NZDJPY.csv
SW,GBPUSD,H2,CROLLO_ANNO_r59,backtest_pipeline/risultati_prove/regime_r59,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,2,1,0.85954,0.85954,69,69,3.9787,-1055.1,3.9787,-1055.1,backtest_pipeline/risultati_prove/regime_r59/SW_GBPUSD_CROLLO_ANNO_r59.csv
larry,E35EUR,H1,notte,backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,12,12,0.85893,1.71314,23,23,4.1937,-85.14,2.5945,269.19,backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte/scan_larry_E35EUR.csv
Marco,DAX,[NON MISURATO],base,backtest_pipeline/risultati_archivio/Marco_Emiliano,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,6,6,0.85838,1.24419,443,309,7.1081,-423.26,4.6892,468.54,backtest_pipeline/risultati_archivio/Marco_Emiliano/valid_Marco_DAX_base.csv
Marco,DAX,[NON MISURATO],emiliano,backtest_pipeline/risultati_archivio/Marco_Emiliano,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,16,16,0.85838,1.24419,443,309,7.1081,-423.26,4.6892,468.54,backtest_pipeline/risultati_archivio/Marco_Emiliano/valid_Marco_DAX_emiliano.csv
C_slippage,NASDAQ,[NON MISURATO],Walkforward_Aperture,backtest_pipeline/risultati_archivio/Walkforward_Aperture,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,20,20,0.85726,0.98021,440,430,23.4769,-1599.83,14.0963,-196.25,backtest_pipeline/risultati_archivio/Walkforward_Aperture/NASDAQ_C_slippage_FULL.csv
SupertrendReversal,EURJPY,H1,H1_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,95,95,0.85703,2.63433,212,102,6.3487,-419.25,4.5146,1346.59,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC/scan_ABTG_SupertrendReversal_H1_EURJPY.csv
BreakingBand,USDCHF,H1,risultati_scan_ABTG_BreakingBand_H1,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan2/risultati_scan_ABTG_BreakingBand_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.85693,0.90263,20,11,3.4862,-73.43,2.7164,-29.99,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan2/risultati_scan_ABTG_BreakingBand_H1/scan_ABTG_BreakingBand_H1_USDCHF.csv
EasyTrend,E35EUR,H1,scan,backtest_pipeline/risultati_prove/ABTG_EasyTrend/scan,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,6,6,0.85663,1.84999,55,25,13.796,-400.01,3.0579,906.34,backtest_pipeline/risultati_prove/ABTG_EasyTrend/scan/scan_ABTG_EasyTrend_E35EUR.csv
BreakingBand,EURAUD,H1,risultati_scan_ABTG_BreakingBand_H1,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan2/risultati_scan_ABTG_BreakingBand_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.85609,18.82965,12,6,2.1714,-33.42,0.9318,80.59,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan2/risultati_scan_ABTG_BreakingBand_H1/scan_ABTG_BreakingBand_H1_EURAUD.csv
COST,GBPCAD,H4,LATERALE_r50,backtest_pipeline/risultati_prove/regime_r50,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,2,1,0.85198,0.85198,58,58,8.7766,-5228.27,8.7766,-5228.27,backtest_pipeline/risultati_prove/regime_r50/COST_GBPCAD_LATERALE_r50.csv
COST,GBPCAD,H4,LATERALE_r59,backtest_pipeline/risultati_prove/regime_r59,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,2,1,0.85198,0.85198,58,58,8.7766,-5228.27,8.7766,-5228.27,backtest_pipeline/risultati_prove/regime_r59/COST_GBPCAD_LATERALE_r59.csv
EMA200,GBPCAD,H4,H4_OHLC,backtest_pipeline/risultati_archivio/EMA200/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,84,84,0.85048,1.02693,387,200,8.6788,-563.03,3.5199,47.66,backtest_pipeline/risultati_archivio/EMA200/H4_OHLC/scan_ABTG_EMA200_H4_GBPCAD.csv
CostToCost,USDJPY,H4,scan_h4,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,9,9,0.85001,1.02385,275,138,32.9381,-1840.63,17.2555,151.48,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4/scan_ABTG_CostToCost_H4_USDJPY.csv
CostToCost,AUDJPY,H4,scan_h4,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,9,9,0.84985,1.16548,165,146,22.2778,-1043.7,12.7067,1514.08,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4/scan_ABTG_CostToCost_H4_AUDJPY.csv
CostToCost,D30EUR,H4,scan_h4,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,9,9,0.84914,1.15847,113,95,22.2566,-753.63,13.6908,863.79,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4/scan_ABTG_CostToCost_H4_D30EUR.csv
EMA200,EURCHF,H1,risultati_scan_ABTG_EMA200_H1,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,82,82,0.84865,1.16158,1120,763,20.9353,-1770.03,12.5784,1327.81,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1/scan_ABTG_EMA200_H1_EURCHF.csv
BreakingBand,100GBP,H1,risultati_scan_ABTG_BreakingBand_H1,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.8481,1.935,4,6,1.6013,-15.12,1.1421,93.07,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H1/scan_ABTG_BreakingBand_H1_100GBP.csv
GoldenCross,AUDJPY,H4,H4_OHLC,backtest_pipeline/risultati_archivio/GoldenCross/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,90,53,0.84695,1.42789,16,15,2.0179,-43.58,1.4371,76.55,backtest_pipeline/risultati_archivio/GoldenCross/H4_OHLC/scan_ABTG_GoldenCross_H4_AUDJPY.csv
EasyTrend,UKOIL,H1,scan,backtest_pipeline/risultati_prove/ABTG_EasyTrend/scan,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,6,6,0.84509,1.30274,68,32,8.3035,-510.44,6.0957,390.1,backtest_pipeline/risultati_prove/ABTG_EasyTrend/scan/scan_ABTG_EasyTrend_UKOIL.csv
SupertrendReversal,USDCAD,H4,H4_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,90,90,0.84488,2.1887,39,13,3.3187,-66.04,1.1902,135.5,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC/scan_ABTG_SupertrendReversal_H4_USDCAD.csv
BreakingBand,GBPCHF,H1,risultati_scan_ABTG_BreakingBand_H1,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan2/risultati_scan_ABTG_BreakingBand_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.84473,1.53783,17,9,1.8764,-63.27,1.2522,58.08,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan2/risultati_scan_ABTG_BreakingBand_H1/scan_ABTG_BreakingBand_H1_GBPCHF.csv
SupertrendReversal,GBPUSD,H1,H1_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,98,98,0.84455,1.55518,136,118,8.6004,-290.22,3.4798,628.39,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC/scan_ABTG_SupertrendReversal_H1_GBPUSD.csv
EMA200,D30EUR,H1,risultati_scan_ABTG_EMA200_H1,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,80,80,0.84164,0.92488,349,344,9.3388,-573.05,6.3705,-279.82,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1/scan_ABTG_EMA200_H1_D30EUR.csv
CostToCost,225JPY,H1,scan_h1,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,9,9,0.84108,1.01033,295,328,42.1862,-2883.52,29.9036,149.77,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h1/scan_ABTG_CostToCost_225JPY.csv
EMA200,GBPAUD,H1,H1_OHLC,backtest_pipeline/risultati_archivio/EMA200/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,89,88,0.84079,1.15248,1295,724,23.639,-1862.56,8.8404,1093.02,backtest_pipeline/risultati_archivio/EMA200/H1_OHLC/scan_ABTG_EMA200_H1_GBPAUD.csv
BreakingBand,EURCHF,H1,risultati_scan_ABTG_BreakingBand_H1,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.84058,2.45104,22,9,2.7224,-79.06,1.2359,158.99,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H1/scan_ABTG_BreakingBand_H1_EURCHF.csv
CostToCost,CADJPY,H4,scan_h4,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,9,9,0.84053,1.05731,152,139,20.4207,-1136.17,12.054,448.74,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4/scan_ABTG_CostToCost_H4_CADJPY.csv
EMA200,GBPCAD,H1,H1_OHLC,backtest_pipeline/risultati_archivio/EMA200/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,88,88,0.83716,0.97654,670,594,16.9121,-1081.29,8.5002,-146.15,backtest_pipeline/risultati_archivio/EMA200/H1_OHLC/scan_ABTG_EMA200_H1_GBPCAD.csv
BreakingBand,NZDUSD,H4,risultati_scan_ABTG_BreakingBand_H4,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan2/risultati_scan_ABTG_BreakingBand_H4,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.83662,286.35,3,1,1.0613,-15.9,0.1482,57.07,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan2/risultati_scan_ABTG_BreakingBand_H4/scan_ABTG_BreakingBand_H4_NZDUSD.csv
BreakingBand,NZDUSD,H4,risultati_scan_ABTG_BreakingBand_H4,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H4,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.83662,286.35,3,1,1.0613,-15.9,0.1482,57.07,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H4/scan_ABTG_BreakingBand_H4_NZDUSD.csv
SupertrendReversal,GBPCAD,H4,H4_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,97,96,0.83447,1.80269,114,46,6.9041,-277.96,1.9432,376.91,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC/scan_ABTG_SupertrendReversal_H4_GBPCAD.csv
CostToCost,EURNZD,H4,scan_h4,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,9,9,0.83445,0.90385,208,170,22.8901,-1469.11,18.0312,-886.53,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4/scan_ABTG_CostToCost_H4_EURNZD.csv
CostToCost,EURCAD,H4,scan_h4,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,9,9,0.83441,1.10768,259,186,30.7935,-1641.72,15.2093,768.26,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4/scan_ABTG_CostToCost_H4_EURCAD.csv
EasyTrend,D30EUR,H1,scan,backtest_pipeline/risultati_prove/ABTG_EasyTrend/scan,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,6,6,0.83379,1.26592,87,42,12.0962,-699.04,7.9159,448.27,backtest_pipeline/risultati_prove/ABTG_EasyTrend/scan/scan_ABTG_EasyTrend_D30EUR.csv
CostToCost,NZDUSD,H4,scan_h4,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,9,9,0.83371,1.08043,171,198,26.9755,-1609.98,15.3021,679.71,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4/scan_ABTG_CostToCost_H4_NZDUSD.csv
SupertrendReversal,AUDJPY,H1,H1_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,98,98,0.83334,1.51647,163,157,7.8134,-406.35,5.8767,1029.93,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC/scan_ABTG_SupertrendReversal_H1_AUDJPY.csv
GoldenCross,EURJPY,H1,H1_OHLC,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,82,81,0.83246,1.80755,133,44,11.395,-537.23,4.7139,492.67,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC/scan_ABTG_GoldenCross_H1_EURJPY.csv
CostToCost,E35EUR,H1,scan_h1,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,9,9,0.83225,1.04638,385,197,41.7327,-3247.56,21.1798,538.07,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h1/scan_ABTG_CostToCost_E35EUR.csv
SuperWave,XAUUSD,H4,SuperWave,backtest_pipeline/risultati_archivio/SuperWave,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,9,9,0.83185,0.90817,35,28,3.733,-97.33,3.8011,-60.41,backtest_pipeline/risultati_archivio/SuperWave/valid_SuperWave_XAUUSD_H4.csv
CostToCost,U30USD,H4,scan_h4,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,9,9,0.8311,1.13138,141,87,21.3021,-1301.63,19.4512,649.52,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4/scan_ABTG_CostToCost_H4_U30USD.csv
BreakingBand,NZDCAD,H4,risultati_scan_ABTG_BreakingBand_H4,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H4,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.83024,98.8,4,2,1.052,-17.13,0.644,58.68,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H4/scan_ABTG_BreakingBand_H4_NZDCAD.csv
BreakingBand,GBPCHF,H1,risultati_scan_ABTG_BreakingBand_H1,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.82934,1.00873,20,11,2.6531,-87.05,1.8135,1.83,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H1/scan_ABTG_BreakingBand_H1_GBPCHF.csv
GoldenCross,XAGUSD,H1,H1_OHLC,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,74,69,0.82836,1.27743,134,58,12.9213,-511.67,3.6156,233.06,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC/scan_ABTG_GoldenCross_H1_XAGUSD.csv
GoldenCross,EURCHF,H1,H1_OHLC,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,81,81,0.82799,1.42245,48,62,6.2584,-190.9,4.9391,502.43,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC/scan_ABTG_GoldenCross_H1_EURCHF.csv
EMA200,D30EUR,H1,H1_OHLC,backtest_pipeline/risultati_archivio/EMA200/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,85,85,0.82786,0.92752,589,358,13.6519,-1152.59,10.8433,-309.22,backtest_pipeline/risultati_archivio/EMA200/H1_OHLC/scan_ABTG_EMA200_H1_D30EUR.csv
GoldenCross,GBPJPY,H1,H1_OHLC,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,80,80,0.8268,1.54731,114,104,10.9064,-472.37,4.2919,890.92,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC/scan_ABTG_GoldenCross_H1_GBPJPY.csv
EMA200,USDCAD,H1,risultati_scan_ABTG_EMA200_H1,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,79,79,0.82666,0.98634,433,421,15.4141,-978.12,12.0113,-65.5,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1/scan_ABTG_EMA200_H1_USDCAD.csv
CostToCost,NZDJPY,H4,scan_h4,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,9,9,0.8255,0.89166,162,156,23.2881,-1609.08,21.7281,-773.11,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4/scan_ABTG_CostToCost_H4_NZDJPY.csv
GoldenCross,NASUSD,H1,H1_OHLC,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,80,80,0.825,1.78522,85,22,6.2978,-245.65,2.7597,198.48,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC/scan_ABTG_GoldenCross_H1_NASUSD.csv
