motore,simbolo,tf,etichetta,cartella,vicino,is_passate,is_uniche,is_pf_med,is_pf_max,is_trades_med,is_trades_max,is_dd_med,is_profit_med,is_dd_max,is_profit_max,oos_passate,oos_uniche,oos_pf_med,oos_pf_max,oos_trades_med,oos_trades_max,oos_dd_med,oos_profit_med,oos_dd_max,oos_profit_max,unica_passate,unica_uniche,unica_pf_med,unica_pf_max,unica_trades_med,unica_trades_max,unica_dd_med,unica_profit_med,unica_dd_max,unica_profit_max,file
SupertrendReversal,NASUSD,MISTO(D1/H1/H12/H2/H3/H4/H6/H8/M15/M20/M30),ohlc,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal,no,,,,,,,,,,,11,11,0.83573,1.47286,229,83,5.0428,-253.48,0.7611,211.67,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal/ABTG_SupertrendReversal_NASUSD_OOS_ohlc.csv
GoldenCross_Ottimizzato,XAUUSD,[NON MISURATO],r87boro,backtest_pipeline/risultati_archivio/r86_r87_r89_csv,no,120,39,1.07684,420.69231,33,2,4.3352,60.87,0.3859,54.56,144,60,0.83452,3524.8,45,2,6.6428,-214.52,0.6176,176.19,,,,,,,,,,,backtest_pipeline/risultati_archivio/r86_r87_r89_csv/ABTG_GoldenCross_Ottimizzato_XAUUSD_IS_r87boro.csv;backtest_pipeline/risultati_archivio/r86_r87_r89_csv/ABTG_GoldenCross_Ottimizzato_XAUUSD_OOS_r87boro.csv
BreakoutCorso,CADJPY,M15,ohlc_r82f,backtest_pipeline/risultati_archivio/r82_csv,no,2,1,0.80223,0.80223,566,566,45.4884,-4218.91,45.4884,-4218.91,2,1,0.83148,0.83148,2063,2063,81.6153,-7877.65,81.6153,-7877.65,,,,,,,,,,,backtest_pipeline/risultati_archivio/r82_csv/ABTG_BreakoutCorso_CADJPY_IS_ohlc_r82f.csv;backtest_pipeline/risultati_archivio/r82_csv/ABTG_BreakoutCorso_CADJPY_OOS_ohlc_r82f.csv
Apertura,NASDAQ,[NON MISURATO],US_NASUSD_r43a,backtest_pipeline/risultati_prove/aperture_r43,no,8,8,0.73272,0.79454,162,149,17.2383,-1239.0,17.0321,-988.99,8,8,0.82723,0.98406,262,219,19.2371,-1373.7,9.3847,-81.8,,,,,,,,,,,backtest_pipeline/risultati_prove/aperture_r43/ABTG_Nasdaq_Apertura_US_NASUSD_IS_r43a.csv;backtest_pipeline/risultati_prove/aperture_r43/ABTG_Nasdaq_Apertura_US_NASUSD_OOS_r43a.csv
FiboH4_Multi,USDJPY,H4,ohlc,backtest_pipeline/risultati_prove/ABTG_FiboH4_Multi,no,6,3,0.69147,0.69654,79,72,4.9936,-420.05,4.6455,-384.99,6,3,0.81948,1.09264,77,82,5.6697,-240.98,3.7356,116.81,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_FiboH4_Multi/ABTG_FiboH4_Multi_USDJPY_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_FiboH4_Multi/ABTG_FiboH4_Multi_USDJPY_OOS_ohlc.csv
FiboH4_Multi,GBPUSD,H4,ohlc,backtest_pipeline/risultati_prove/ABTG_FiboH4_Multi,no,6,3,0.69161,0.69665,79,72,4.9926,-419.78,4.6451,-384.78,6,3,0.81947,1.09427,77,82,5.667,-241.05,3.7359,118.68,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_FiboH4_Multi/ABTG_FiboH4_Multi_GBPUSD_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_FiboH4_Multi/ABTG_FiboH4_Multi_GBPUSD_OOS_ohlc.csv
FiboH4_Multi,USDCHF,H4,ohlc,backtest_pipeline/risultati_prove/ABTG_FiboH4_Multi,no,6,3,0.69161,0.69665,79,72,4.9926,-419.78,4.6451,-384.78,6,3,0.81947,1.09427,77,82,5.667,-241.05,3.7359,118.68,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_FiboH4_Multi/ABTG_FiboH4_Multi_USDCHF_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_FiboH4_Multi/ABTG_FiboH4_Multi_USDCHF_OOS_ohlc.csv
FiboH4_Multi,AUDUSD,H4,ohlc,backtest_pipeline/risultati_prove/ABTG_FiboH4_Multi,no,6,3,0.69115,0.69613,79,72,5.0011,-420.8,4.6538,-385.83,6,3,0.81936,1.09211,77,82,5.6661,-241.18,3.7351,116.17,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_FiboH4_Multi/ABTG_FiboH4_Multi_AUDUSD_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_FiboH4_Multi/ABTG_FiboH4_Multi_AUDUSD_OOS_ohlc.csv
FiboH4_Multi,CADJPY,H4,ohlc,backtest_pipeline/risultati_prove/ABTG_FiboH4_Multi,no,6,3,0.69115,0.69613,79,72,5.0011,-420.8,4.6538,-385.83,6,3,0.81936,1.09211,77,82,5.6661,-241.18,3.7351,116.17,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_FiboH4_Multi/ABTG_FiboH4_Multi_CADJPY_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_FiboH4_Multi/ABTG_FiboH4_Multi_CADJPY_OOS_ohlc.csv
FiboH4_Multi,EURUSD,H4,ohlc,backtest_pipeline/risultati_prove/ABTG_FiboH4_Multi,no,6,3,0.69183,0.69681,79,72,4.9879,-419.47,4.6412,-384.56,6,3,0.81935,1.09409,77,82,5.6661,-241.19,3.735,118.46,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_FiboH4_Multi/ABTG_FiboH4_Multi_EURUSD_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_FiboH4_Multi/ABTG_FiboH4_Multi_EURUSD_OOS_ohlc.csv
FiboH4_Multi,GBPJPY,H4,ohlc,backtest_pipeline/risultati_prove/ABTG_FiboH4_Multi,no,6,3,0.68527,0.68927,79,72,5.0765,-428.4,4.7363,-394.13,6,3,0.81935,1.09409,77,82,5.6661,-241.19,3.735,118.46,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_FiboH4_Multi/ABTG_FiboH4_Multi_GBPJPY_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_FiboH4_Multi/ABTG_FiboH4_Multi_GBPJPY_OOS_ohlc.csv
SupRev,DOW,H1,Ottimizzato_U30USD_ohlc,backtest_pipeline/risultati_prove/ABTG_SupRev_DOW_H1_Ottimizzato,no,11,11,0.90126,5.19142,293,35,8.1436,-351.39,2.2887,826.8,10,10,0.81923,1.97296,654,46,14.3048,-1308.2,3.2351,596.92,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SupRev_DOW_H1_Ottimizzato/ABTG_SupRev_DOW_H1_Ottimizzato_U30USD_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_SupRev_DOW_H1_Ottimizzato/ABTG_SupRev_DOW_H1_Ottimizzato_U30USD_OOS_ohlc.csv
ORB_Ottimizzato,NASUSD,[NON MISURATO],r9largo,backtest_pipeline/risultati_prove/ABTG_ORB_Ottimizzato,no,40,40,0.88722,1.71223,153,175,17.7925,-649.14,3.6217,1635.96,40,40,0.81761,1.05725,166,179,19.3261,-1136.15,6.221,151.36,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_ORB_Ottimizzato/ABTG_ORB_Ottimizzato_NASUSD_IS_r9largo.csv;backtest_pipeline/risultati_prove/ABTG_ORB_Ottimizzato/ABTG_ORB_Ottimizzato_NASUSD_OOS_r9largo.csv
BreakoutCorso,NZDJPY,M15,ohlc_r82g,backtest_pipeline/risultati_archivio/r82_csv,no,2,1,0.72157,0.72157,502,502,55.6064,-5061.92,55.6064,-5061.92,2,1,0.81651,0.81651,1966,1966,83.7186,-8228.45,83.7186,-8228.45,,,,,,,,,,,backtest_pipeline/risultati_archivio/r82_csv/ABTG_BreakoutCorso_NZDJPY_IS_ohlc_r82g.csv;backtest_pipeline/risultati_archivio/r82_csv/ABTG_BreakoutCorso_NZDJPY_OOS_ohlc_r82g.csv
Apertura,NASDAQ,[NON MISURATO],US_NASUSD_r84f,backtest_pipeline/risultati_archivio/r84_csv,no,2,1,0.82343,0.82343,90,90,10.9678,-315.93,10.9678,-315.93,2,1,0.81513,0.81513,217,217,10.8414,-899.47,10.8414,-899.47,,,,,,,,,,,backtest_pipeline/risultati_archivio/r84_csv/ABTG_Nasdaq_Apertura_US_NASUSD_IS_r84f.csv;backtest_pipeline/risultati_archivio/r84_csv/ABTG_Nasdaq_Apertura_US_NASUSD_OOS_r84f.csv
GoldenCross,NZDUSD,[NON MISURATO],ohlc,backtest_pipeline/risultati_prove/ABTG_GoldenCross,no,2,1,0.4511,0.4511,39,39,8.5167,-593.63,8.5167,-593.63,2,1,0.81481,0.81481,65,65,7.7938,-315.62,7.7938,-315.62,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_GoldenCross/ABTG_GoldenCross_NZDUSD_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_GoldenCross/ABTG_GoldenCross_NZDUSD_OOS_ohlc.csv
Nightly,EURCHF,[NON MISURATO],P0,backtest_pipeline/risultati_prove/ABTG_Nightly,no,2,1,0.89113,0.89113,63,63,11.0988,-408.07,11.0988,-408.07,2,1,0.81429,0.81429,85,85,15.3861,-956.49,15.3861,-956.49,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_Nightly/ABTG_Nightly_EURCHF_IS_P0_EURCHF.csv;backtest_pipeline/risultati_prove/ABTG_Nightly/ABTG_Nightly_EURCHF_OOS_P0_EURCHF.csv
AltaVelocita,U30USD,[NON MISURATO],ohlc,backtest_pipeline/risultati_prove/ABTG_AltaVelocita/alta_v_tick,no,4,4,0.67484,0.9187,90,115,13.0815,-709.74,9.0589,-219.53,4,4,0.81393,0.94335,150,266,10.7418,-699.79,22.5996,-481.54,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_AltaVelocita/alta_v_tick/ABTG_AltaVelocita_U30USD_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_AltaVelocita/alta_v_tick/ABTG_AltaVelocita_U30USD_OOS_ohlc.csv
AltaVelocita,U30USD,[NON MISURATO],ohlc,backtest_pipeline/risultati_prove/ABTG_AltaVelocita/alta_v_v11,no,4,4,0.67484,0.9187,90,115,13.0815,-709.74,9.0589,-219.53,4,4,0.81393,0.94335,150,266,10.7418,-699.79,22.5996,-481.54,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_AltaVelocita/alta_v_v11/ABTG_AltaVelocita_U30USD_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_AltaVelocita/alta_v_v11/ABTG_AltaVelocita_U30USD_OOS_ohlc.csv
SuperWave,USDJPY,MISTO(D1/H1/H12/H2/H3/H4/H6/H8/M15/M20/M30),ABTG_SuperWave,backtest_pipeline/risultati_prove/ABTG_SuperWave,no,11,11,0.98538,11.67194,209,2,8.0737,-25.17,0.2858,27.0,11,11,0.81156,1.69848,41,5,2.7419,-87.4,1.6063,45.52,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SuperWave/ABTG_SuperWave_USDJPY_IS.csv;backtest_pipeline/risultati_prove/ABTG_SuperWave/ABTG_SuperWave_USDJPY_OOS.csv
I_trailing,DAX,[NON MISURATO],Walkforward_Aperture,backtest_pipeline/risultati_archivio/Walkforward_Aperture,no,5,5,1.02619,1.06345,256,257,10.6142,139.48,9.928,347.62,5,5,0.81072,0.82783,327,326,18.9565,-1298.56,15.8493,-1081.92,,,,,,,,,,,backtest_pipeline/risultati_archivio/Walkforward_Aperture/DAX_I_trailing_IS.csv;backtest_pipeline/risultati_archivio/Walkforward_Aperture/DAX_I_trailing_OOS.csv
SupertrendReversal_Multi,XAUUSD,MISTO(D1/H1/H12/H2/H3/H4/H6/H8/M15/M20/M30),ohlc,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal_Multi,no,11,11,0.82041,3.59696,245,15,9.7855,-660.38,1.2418,281.9,11,11,0.80875,2973.42857,312,3,13.1383,-855.39,0.4053,208.07,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal_Multi/ABTG_SupertrendReversal_Multi_XAUUSD_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_SupertrendReversal_Multi/ABTG_SupertrendReversal_Multi_XAUUSD_OOS_ohlc.csv
SuperWave,225JPY,MISTO(H1/H12/H2/H3/H4/H6/H8/M15/M20/M30),ABTG_SuperWave,backtest_pipeline/risultati_prove/ABTG_SuperWave,no,10,10,1.46735,4.00928,21,3,0.9021,45.95,0.1489,35.66,10,10,0.80448,778.0,188,2,3.516,-226.51,0.1958,23.31,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SuperWave/ABTG_SuperWave_225JPY_IS.csv;backtest_pipeline/risultati_prove/ABTG_SuperWave/ABTG_SuperWave_225JPY_OOS.csv
ORB_Ottimizzato,NASUSD,[NON MISURATO],r12,backtest_pipeline/risultati_prove/ABTG_ORB_Ottimizzato,no,48,24,0.97666,1.16672,171,126,20.9149,-300.44,8.0843,893.89,48,24,0.79981,0.91578,267,201,41.9455,-3465.57,18.8772,-1060.47,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_ORB_Ottimizzato/ABTG_ORB_Ottimizzato_NASUSD_IS_r12.csv;backtest_pipeline/risultati_prove/ABTG_ORB_Ottimizzato/ABTG_ORB_Ottimizzato_NASUSD_OOS_r12.csv
Apertura,NASDAQ,[NON MISURATO],US_NASUSD_r42,backtest_pipeline/risultati_prove/aperture_r42,no,12,12,0.73671,0.90637,208,210,18.7345,-1653.31,11.0765,-508.38,12,12,0.79969,0.86355,314,314,22.6891,-1676.63,14.8762,-1063.7,,,,,,,,,,,backtest_pipeline/risultati_prove/aperture_r42/ABTG_Nasdaq_Apertura_US_NASUSD_IS_r42.csv;backtest_pipeline/risultati_prove/aperture_r42/ABTG_Nasdaq_Apertura_US_NASUSD_OOS_r42.csv
EasyTrend,EURGBP,H1,ohlc_cal,backtest_pipeline/risultati_prove/ABTG_EasyTrend/cal,no,9,9,0.79054,0.91434,9,6,3.2091,-96.36,2.9508,-26.3,9,9,0.79865,2.31314,45,11,9.838,-482.71,1.9193,428.45,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_EasyTrend/cal/ABTG_EasyTrend_EURGBP_IS_ohlc_cal.csv;backtest_pipeline/risultati_prove/ABTG_EasyTrend/cal/ABTG_EasyTrend_EURGBP_OOS_ohlc_cal.csv
L_rangemode,NASDAQ,[NON MISURATO],Walkforward_Aperture,backtest_pipeline/risultati_archivio/Walkforward_Aperture,no,6,4,0.92822,1.09561,220,233,11.555,-261.87,11.8042,434.08,6,4,0.7983,1.02233,329,301,17.3476,-1600.74,7.8775,107.19,,,,,,,,,,,backtest_pipeline/risultati_archivio/Walkforward_Aperture/NASDAQ_L_rangemode_IS.csv;backtest_pipeline/risultati_archivio/Walkforward_Aperture/NASDAQ_L_rangemode_OOS.csv
ORB,NASUSD,[NON MISURATO],r7b,backtest_pipeline/risultati_prove/ABTG_ORB,no,4,4,0.98022,1.69254,134,64,2.715,-16.87,0.9401,165.69,4,4,0.79317,0.93061,190,379,4.4677,-324.51,6.1289,-317.01,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_ORB/ABTG_ORB_NASUSD_IS_r7b.csv;backtest_pipeline/risultati_prove/ABTG_ORB/ABTG_ORB_NASUSD_OOS_r7b.csv
SupertrendReversal,NASUSD,MISTO(D1/H1/H12/H2/H3/H4/H6/H8/M15/M20/M30),ABTG_SupertrendReversal,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal,no,,,,,,,,,,,11,11,0.79219,1.43952,230,13,5.4329,-325.33,0.5781,25.0,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal/ABTG_SupertrendReversal_NASUSD_OOS.csv
CostToCost,CHFJPY,H4,r40,backtest_pipeline/risultati_prove/ABTG_CostToCost/r40,no,3,3,1.35566,1.58426,54,82,6.7629,762.02,6.8509,1824.99,3,3,0.78851,0.8639,124,76,13.6987,-1171.53,8.7432,-395.29,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_CostToCost/r40/ABTG_CostToCost_CHFJPY_IS_r40.csv;backtest_pipeline/risultati_prove/ABTG_CostToCost/r40/ABTG_CostToCost_CHFJPY_OOS_r40.csv
Apertura,NASDAQ,[NON MISURATO],US_NASUSD_r84i,backtest_pipeline/risultati_archivio/r84_csv,no,2,1,1.53657,1.53657,33,33,3.1435,214.44,3.1435,214.44,2,1,0.78527,0.78527,69,69,8.884,-289.44,8.884,-289.44,,,,,,,,,,,backtest_pipeline/risultati_archivio/r84_csv/ABTG_Nasdaq_Apertura_US_NASUSD_IS_r84i.csv;backtest_pipeline/risultati_archivio/r84_csv/ABTG_Nasdaq_Apertura_US_NASUSD_OOS_r84i.csv
I_trailing,NASDAQ,[NON MISURATO],Walkforward_Aperture,backtest_pipeline/risultati_archivio/Walkforward_Aperture,no,5,5,1.03515,1.17152,258,227,11.324,171.84,7.1466,469.39,5,5,0.7851,0.9346,338,325,19.5678,-1513.57,10.1221,-340.5,,,,,,,,,,,backtest_pipeline/risultati_archivio/Walkforward_Aperture/NASDAQ_I_trailing_IS.csv;backtest_pipeline/risultati_archivio/Walkforward_Aperture/NASDAQ_I_trailing_OOS.csv
EMA200,GBPJPY,MISTO(H1/H12/H2/H3/H4/H6/H8/M15/M20/M30),ohlc,backtest_pipeline/risultati_prove/ABTG_EMA200,no,,,,,,,,,,,10,10,0.78455,349.75719,1463,32,41.1484,-3671.13,0.9958,1091.61,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_EMA200/ABTG_EMA200_GBPJPY_OOS_ohlc.csv
TurnaroundTuesday,GBPUSD,H1,ohlc_tt1,backtest_pipeline/risultati_archivio/Notte_16-08,no,24,24,0.92355,1.00475,333,333,21.3534,-10969.35,13.4031,675.16,24,24,0.78274,0.91435,497,497,34.0627,-28995.73,27.221,-17918.44,,,,,,,,,,,backtest_pipeline/risultati_archivio/Notte_16-08/ABTG_TurnaroundTuesday_GBPUSD_IS_ohlc_tt1.csv;backtest_pipeline/risultati_archivio/Notte_16-08/ABTG_TurnaroundTuesday_GBPUSD_OOS_ohlc_tt1.csv
ORB_Ottimizzato,U30USD,[NON MISURATO],r88c2,backtest_pipeline/risultati_archivio/r88_csv,no,4,2,0.74116,0.76106,85,83,30.3495,-18445.57,30.0203,-16732.89,4,1,0.77748,0.77748,147,147,36.7884,-23452.01,36.7884,-23452.01,,,,,,,,,,,backtest_pipeline/risultati_archivio/r88_csv/ABTG_ORB_Ottimizzato_U30USD_IS_r88c2.csv;backtest_pipeline/risultati_archivio/r88_csv/ABTG_ORB_Ottimizzato_U30USD_OOS_r88c2.csv
CostToCost,EURJPY,H4,r40,backtest_pipeline/risultati_prove/ABTG_CostToCost/r40,no,3,3,0.84673,1.02553,94,48,14.6354,-697.47,9.7931,55.33,3,3,0.76991,1.7402,127,64,24.2269,-1475.43,9.3345,2196.82,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_CostToCost/r40/ABTG_CostToCost_EURJPY_IS_r40.csv;backtest_pipeline/risultati_prove/ABTG_CostToCost/r40/ABTG_CostToCost_EURJPY_OOS_r40.csv
BreakoutCorso,CHFJPY,M15,ohlc_r82e,backtest_pipeline/risultati_archivio/r82_csv,no,2,1,0.86066,0.86066,493,493,31.9918,-2732.2,31.9918,-2732.2,2,1,0.76877,0.76877,1782,1782,88.8967,-8730.47,88.8967,-8730.47,,,,,,,,,,,backtest_pipeline/risultati_archivio/r82_csv/ABTG_BreakoutCorso_CHFJPY_IS_ohlc_r82e.csv;backtest_pipeline/risultati_archivio/r82_csv/ABTG_BreakoutCorso_CHFJPY_OOS_ohlc_r82e.csv
SupertrendReversal_Multi,XAUUSD,MISTO(D1/H1/H12/H2/H3/H4/H6/H8/M15/M20/M30),ABTG_SupertrendReversal_Multi,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal_Multi,no,11,11,0.74818,3.5355,257,15,12.3514,-965.6,1.2064,278.88,11,11,0.76692,2973.71429,318,3,14.4435,-1120.85,0.3847,208.09,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal_Multi/ABTG_SupertrendReversal_Multi_XAUUSD_IS.csv;backtest_pipeline/risultati_prove/ABTG_SupertrendReversal_Multi/ABTG_SupertrendReversal_Multi_XAUUSD_OOS.csv
SupertrendReversal,XAUUSD,MISTO(D1/H1/H12/H2/H3/H4/H6/H8/M15/M20/M30),ABTG_SupertrendReversal,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal,no,11,11,0.71897,1.83625,168,23,5.513,-408.08,0.502,63.58,11,11,0.76546,2178.0,9,1,2.5932,-63.73,0.1285,43.54,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal/ABTG_SupertrendReversal_XAUUSD_IS.csv;backtest_pipeline/risultati_prove/ABTG_SupertrendReversal/ABTG_SupertrendReversal_XAUUSD_OOS.csv
SupRev_CAC,F40EUR,H4,Ottimizzato_ohlc,backtest_pipeline/risultati_prove/ABTG_SupRev_CAC_H4_Ottimizzato,no,11,11,0.63192,0.97551,71,23,5.2267,-391.72,3.1227,-6.42,11,11,0.76049,2.40449,442,40,22.4651,-1425.44,1.8776,475.49,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SupRev_CAC_H4_Ottimizzato/ABTG_SupRev_CAC_H4_Ottimizzato_F40EUR_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_SupRev_CAC_H4_Ottimizzato/ABTG_SupRev_CAC_H4_Ottimizzato_F40EUR_OOS_ohlc.csv
Apertura,DAX,[NON MISURATO],EU_D30EUR_r42,backtest_pipeline/risultati_prove/aperture_r42,no,12,12,0.68471,0.84135,205,206,26.2787,-2183.56,14.3917,-915.14,12,12,0.75968,0.92815,302,328,19.3648,-1793.61,16.2528,-707.47,,,,,,,,,,,backtest_pipeline/risultati_prove/aperture_r42/ABTG_DAX_Apertura_EU_D30EUR_IS_r42.csv;backtest_pipeline/risultati_prove/aperture_r42/ABTG_DAX_Apertura_EU_D30EUR_OOS_r42.csv
GapFill,225JPY,H1,r36,backtest_pipeline/risultati_prove/ABTG_GapFill/r36,no,3,3,2.06693,3.18287,11,11,1.328,217.91,1.3227,449.19,3,3,0.75959,1.1365,15,15,4.6451,-178.46,4.3372,76.23,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_GapFill/r36/ABTG_GapFill_225JPY_IS_r36.csv;backtest_pipeline/risultati_prove/ABTG_GapFill/r36/ABTG_GapFill_225JPY_OOS_r36.csv
SuperWave,SPXUSD,MISTO(D1/H1/H12/H2/H3/H4/H6/H8/M15/M20/M30),ohlc,backtest_pipeline/risultati_prove/ABTG_SuperWave,no,,,,,,,,,,,11,11,0.75927,17.21538,6,2,0.8634,-15.25,0.2051,42.16,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SuperWave/ABTG_SuperWave_SPXUSD_OOS_ohlc.csv
SupertrendReversal,D30EUR,MISTO(D1/H1/H12/H2/H3/H4/H6/H8/M15/M20/M30),ohlc,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal,no,11,11,0.64625,4.60605,173,20,10.5506,-873.73,1.4469,387.11,11,11,0.75823,1.77932,37,34,3.3177,-140.49,1.7549,177.49,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal/ABTG_SupertrendReversal_D30EUR_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_SupertrendReversal/ABTG_SupertrendReversal_D30EUR_OOS_ohlc.csv
SuperWave,SPXUSD,MISTO(D1/H1/H12/H2/H3/H4/H6/H8/M15/M20/M30),ABTG_SuperWave,backtest_pipeline/risultati_prove/ABTG_SuperWave,no,,,,,,,,,,,11,11,0.75674,17.21923,217,2,4.4328,-393.23,0.2003,42.17,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SuperWave/ABTG_SuperWave_SPXUSD_OOS.csv
ORB_Ottimizzato,XAUUSD,[NON MISURATO],r45a,backtest_pipeline/risultati_prove/ABTG_ORB_Ottimizzato/r45,no,8,8,0.67006,0.75982,243,154,10.9478,-1008.14,6.0398,-353.2,8,8,0.75624,0.85767,189,383,7.2569,-485.84,8.6872,-699.97,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_ORB_Ottimizzato/r45/ABTG_ORB_Ottimizzato_XAUUSD_IS_r45a.csv;backtest_pipeline/risultati_prove/ABTG_ORB_Ottimizzato/r45/ABTG_ORB_Ottimizzato_XAUUSD_OOS_r45a.csv
BreakingBand,GBPJPY,H1,ohlc_cal1,backtest_pipeline/risultati_prove/ABTG_BreakingBand/cal1,no,12,6,1.33453,1.67001,9,9,1.2211,49.42,1.0468,98.98,12,7,0.75546,1.27106,14,13,2.5914,-79.94,1.3874,62.41,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_BreakingBand/cal1/ABTG_BreakingBand_GBPJPY_IS_ohlc_cal1.csv;backtest_pipeline/risultati_prove/ABTG_BreakingBand/cal1/ABTG_BreakingBand_GBPJPY_OOS_ohlc_cal1.csv
AltaVelocita,XAUUSD,[NON MISURATO],ohlc,backtest_pipeline/risultati_prove/ABTG_AltaVelocita/alta_v_tick,no,4,4,0.77348,1.28475,140,81,14.9449,-933.76,5.3482,584.45,4,4,0.75543,0.81275,153,186,13.207,-961.81,13.9288,-930.24,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_AltaVelocita/alta_v_tick/ABTG_AltaVelocita_XAUUSD_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_AltaVelocita/alta_v_tick/ABTG_AltaVelocita_XAUUSD_OOS_ohlc.csv
AltaVelocita,XAUUSD,[NON MISURATO],ohlc,backtest_pipeline/risultati_prove/ABTG_AltaVelocita/alta_v_v11,no,4,4,0.77348,1.28475,140,81,14.9449,-933.76,5.3482,584.45,4,4,0.75543,0.81275,153,186,13.207,-961.81,13.9288,-930.24,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_AltaVelocita/alta_v_v11/ABTG_AltaVelocita_XAUUSD_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_AltaVelocita/alta_v_v11/ABTG_AltaVelocita_XAUUSD_OOS_ohlc.csv
EMA200,225JPY,H1,r32b,backtest_pipeline/risultati_prove/ABTG_EMA200,no,30,30,1.36201,1.49212,315,330,7.3113,630.86,7.4731,874.66,30,30,0.75401,0.84949,506,573,12.493,-976.91,10.158,-630.65,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_EMA200/ABTG_EMA200_225JPY_IS_r32b.csv;backtest_pipeline/risultati_prove/ABTG_EMA200/ABTG_EMA200_225JPY_OOS_r32b.csv
Apertura,DAX,[NON MISURATO],EU_D30EUR_r43d,backtest_pipeline/risultati_prove/aperture_r43,no,8,8,0.62901,0.85383,154,174,21.9243,-1957.62,11.1306,-716.47,8,8,0.74892,0.97321,228,219,17.8618,-1732.92,12.4919,-165.42,,,,,,,,,,,backtest_pipeline/risultati_prove/aperture_r43/ABTG_DAX_Apertura_EU_D30EUR_IS_r43d.csv;backtest_pipeline/risultati_prove/aperture_r43/ABTG_DAX_Apertura_EU_D30EUR_OOS_r43d.csv
EasyTrend,EURGBP,H1,r53,backtest_pipeline/risultati_archivio/csv_r53,no,16,12,0.81917,1.24039,23,14,9.7315,-2768.04,4.8825,1874.58,16,11,0.74624,0.96859,39,30,9.5805,-6489.69,6.3572,-611.85,,,,,,,,,,,backtest_pipeline/risultati_archivio/csv_r53/ABTG_EasyTrend_EURGBP_IS_r53.csv;backtest_pipeline/risultati_archivio/csv_r53/ABTG_EasyTrend_EURGBP_OOS_r53.csv
