Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpSLMode,InpTPRangeMult,InpUseEma200Filter,InpMaxRangePct,InpRangeStartHour,InpRangeStartMin,InpRangeEndHour,InpRangeEndMin,InpEndHour,InpEndMin,InpCloseAtEnd,InpOneTradePerDay,InpPendingExpiryMin,InpEntryPoints,InpK,InpAllowLong,InpAllowShort,InpExecTF,InpAtrPeriod,InpAtrSLmult,InpSLFixedPts,InpTP_R,InpTPMode,InpTP1Pct,InpBreakeven,InpUseTrailEMA,InpEmaFast,InpEmaSlow,InpExitOnEmaClose,InpUseCloseConfirm,InpMinBodyPct,InpUseEmaFilter,InpEma200Period,InpMinRangePct,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpRiskPercent,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpComment,InpMagic,InpMaxSpread,InpVerbose
19,495.89,3.64625,1.05221,0.37917,2.08153,11.0797,136,3,1.0,1,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
37,416.10,3.08222,1.06228,0.37068,3.94635,10.4736,135,1,0.5,1,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
1,1489.02,6.73765,1.13563,1.45199,8.27051,8.1995,221,1,0.5,0,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
7,378.41,1.71226,1.02583,0.29762,1.02323,11.2584,221,3,1.0,0,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
25,1313.88,6.05475,1.12392,1.31079,7.71711,8.2098,217,1,0.5,0,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
31,316.11,1.45673,1.02217,0.25418,0.87613,11.2373,217,3,1.0,0,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
44,-156.45,-1.15889,0.97644,-0.14816,-0.64190,9.8263,135,0,1.5,1,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
14,-331.06,-2.43426,0.97438,-0.11908,-3.12283,22.3320,136,2,0.5,1,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
38,-221.51,-1.64081,0.98271,-0.08294,-2.08142,21.4520,135,2,0.5,1,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
20,-230.70,-1.69632,0.96564,-0.21848,-0.94585,9.8263,136,0,1.5,1,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
2,2622.20,11.86516,1.11680,0.59310,11.23907,28.9499,221,2,0.5,0,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
26,542.04,2.49788,1.02684,0.12521,2.84579,32.5674,217,2,0.5,0,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
8,-344.51,-1.55887,0.96582,-0.34387,-0.81218,9.4315,221,0,1.5,0,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
32,-242.81,-1.11894,0.97538,-0.26862,-0.57898,8.8435,217,0,1.5,0,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
15,-259.84,-1.91059,0.96211,-0.23384,-2.41748,10.6887,136,3,0.5,1,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
45,1609.61,11.92304,1.15564,1.03922,4.61921,12.2611,135,1,1.5,1,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
39,-164.22,-1.21644,0.97572,-0.14779,-1.55687,10.6887,135,3,0.5,1,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
21,1497.85,11.01360,1.14329,0.96707,4.27948,12.2611,136,1,1.5,1,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
3,850.01,3.84620,1.07944,0.87582,4.84885,9.2285,221,3,0.5,0,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
27,886.38,4.08470,1.08533,0.92610,5.26185,9.1873,217,3,0.5,0,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
9,-478.06,-2.16317,0.96764,-0.35420,-0.94816,13.0371,221,1,1.5,0,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
33,-541.60,-2.49585,0.96245,-0.39663,-1.11385,13.5435,217,1,1.5,0,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
46,-3249.34,-24.06919,0.71720,-0.87252,-5.00000,35.5531,135,2,1.5,1,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
16,149.81,1.10154,1.02538,0.12540,0.82916,10.5307,136,0,1.0,1,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
40,235.16,1.74193,1.04042,0.21199,1.30630,9.7783,135,0,1.0,1,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
22,-3324.87,-24.44757,0.71251,-0.87505,-5.00000,36.2741,136,2,1.5,1,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
4,414.13,1.87389,1.04576,0.52704,1.29172,7.1041,221,0,1.0,0,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
28,502.69,2.31654,1.05713,0.65242,1.58887,7.0286,217,0,1.0,0,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
10,-2011.45,-9.10158,0.88454,-0.48533,-3.03819,39.5663,221,2,1.5,0,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
34,-3116.16,-14.36018,0.80471,-0.62086,-5.00000,47.9165,217,2,1.5,0,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
47,1185.58,8.78207,1.11375,0.65133,3.44003,14.9484,135,3,1.5,1,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
41,1120.82,8.30237,1.12073,0.77466,4.55639,11.5125,135,1,1.0,1,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
17,1001.62,7.36485,1.10652,0.63958,4.03768,12.4610,136,1,1.0,1,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
23,1078.83,7.93257,1.10245,0.59269,3.12097,14.9484,136,3,1.5,1,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
29,60.80,0.28018,1.00433,0.04488,0.16856,12.1822,217,1,1.0,0,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
5,286.36,1.29575,1.01960,0.20965,0.76088,11.9322,221,1,1.0,0,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
11,520.01,2.35299,1.03362,0.32300,0.97505,14.5490,221,3,1.5,0,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
35,579.89,2.67230,1.03823,0.36401,1.11095,14.5099,217,3,1.5,0,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
