Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpSLMode,InpTPRangeMult,InpUseEma200Filter,InpUseVolumeFilter,InpRangeStartHour,InpRangeStartMin,InpRangeEndHour,InpRangeEndMin,InpEndHour,InpEndMin,InpCloseAtEnd,InpOneTradePerDay,InpPendingExpiryMin,InpEntryPoints,InpK,InpAllowLong,InpAllowShort,InpExecTF,InpAtrPeriod,InpAtrSLmult,InpSLFixedPts,InpTP_R,InpTPMode,InpTP1Pct,InpBreakeven,InpUseTrailEMA,InpEmaFast,InpEmaSlow,InpExitOnEmaClose,InpUseCloseConfirm,InpMinBodyPct,InpUseEmaFilter,InpEma200Period,InpMinRangePct,InpMaxRangePct,InpVolMult,InpVolAvgBars,InpRiskPercent,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpComment,InpMagic,InpMaxSpread,InpVerbose
43,-1862.30,-9.26517,0.85255,-0.66488,-5.00000,25.6061,201,3,1.5,1,1,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
19,-1862.30,-9.26517,0.85255,-0.66488,-5.00000,25.6061,201,3,1.5,1,0,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
37,-1383.32,-6.88219,0.88143,-0.59692,-5.00000,21.2655,201,1,1.0,1,1,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
13,-1383.32,-6.88219,0.88143,-0.59692,-5.00000,21.2655,201,1,1.0,1,0,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
1,-4067.81,-15.23524,0.73107,-0.75674,-5.00000,48.2863,267,1,1.0,0,0,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
25,-4067.81,-15.23524,0.73107,-0.75674,-5.00000,48.2863,267,1,1.0,0,1,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
14,-5369.93,-26.71607,0.67818,-0.78188,-5.00000,59.7315,201,2,1.0,1,0,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
32,-3128.37,-11.71674,0.71503,-0.79711,-5.00000,36.3518,267,0,2.0,0,1,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
38,-5369.93,-26.71607,0.67818,-0.78188,-5.00000,59.7315,201,2,1.0,1,1,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
44,-1265.11,-6.29408,0.84487,-0.64486,-5.00000,18.3406,201,0,2.0,1,1,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
8,-3128.37,-11.71674,0.71503,-0.79711,-5.00000,36.3518,267,0,2.0,0,0,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
20,-1265.11,-6.29408,0.84487,-0.64486,-5.00000,18.3406,201,0,2.0,1,0,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
2,-6266.34,-23.46944,0.64062,-0.70237,-5.00000,76.2910,267,2,1.0,0,0,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
26,-6266.34,-23.46944,0.64062,-0.70237,-5.00000,76.2910,267,2,1.0,0,1,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
33,-3357.45,-12.57472,0.80879,-0.69194,-5.00000,42.5902,267,1,2.0,0,1,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
15,-2035.18,-10.12527,0.82867,-0.69431,-5.00000,26.9016,201,3,1.0,1,0,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
39,-2035.18,-10.12527,0.82867,-0.69431,-5.00000,26.9016,201,3,1.0,1,1,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
45,-1705.09,-8.48303,0.86524,-0.61910,-5.00000,25.0091,201,1,2.0,1,1,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
9,-3357.45,-12.57472,0.80879,-0.69194,-5.00000,42.5902,267,1,2.0,0,0,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
21,-1705.09,-8.48303,0.86524,-0.61910,-5.00000,25.0091,201,1,2.0,1,0,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
3,-4252.75,-15.92790,0.71385,-0.79314,-5.00000,48.7447,267,3,1.0,0,0,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
27,-4252.75,-15.92790,0.71385,-0.79314,-5.00000,48.7447,267,3,1.0,0,1,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
34,-6707.84,-25.12300,0.63906,-0.68836,-5.00000,76.9525,267,2,2.0,0,1,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
10,-6707.84,-25.12300,0.63906,-0.68836,-5.00000,76.9525,267,2,2.0,0,0,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
46,-6247.50,-31.08209,0.60729,-0.80660,-5.00000,67.3639,201,2,2.0,1,1,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
16,-999.25,-4.97139,0.87079,-0.60722,-5.00000,15.4570,201,0,1.5,1,0,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
40,-999.25,-4.97139,0.87079,-0.60722,-5.00000,15.4570,201,0,1.5,1,1,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
22,-6247.50,-31.08209,0.60729,-0.80660,-5.00000,67.3639,201,2,2.0,1,0,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
4,-3091.19,-11.57749,0.70574,-0.82973,-5.00000,35.0974,267,0,1.5,0,0,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
28,-3091.19,-11.57749,0.70574,-0.82973,-5.00000,35.0974,267,0,1.5,0,1,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
35,-3465.57,-12.97966,0.79981,-0.73941,-5.00000,41.9455,267,3,2.0,0,1,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
11,-3465.57,-12.97966,0.79981,-0.73941,-5.00000,41.9455,267,3,2.0,0,0,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
17,-1060.47,-5.27597,0.91578,-0.51213,-4.52266,18.8772,201,1,1.5,1,0,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
41,-1060.47,-5.27597,0.91578,-0.51213,-4.52266,18.8772,201,1,1.5,1,1,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
47,-1535.29,-7.63826,0.88312,-0.58606,-5.00000,23.6341,201,3,2.0,1,1,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
23,-1535.29,-7.63826,0.88312,-0.58606,-5.00000,23.6341,201,3,2.0,1,0,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
5,-3278.14,-12.27768,0.80679,-0.66311,-5.00000,43.1171,267,1,1.5,0,0,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
29,-3278.14,-12.27768,0.80679,-0.66311,-5.00000,43.1171,267,1,1.5,0,1,14,30,14,45,16,0,1,1,600,10,1,1,1,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
