Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpSLMode,InpTPRangeMult,InpTP1Pct,InpUseTrailEMA,InpUseEma200Filter,InpRangeStartHour,InpRangeStartMin,InpRangeEndHour,InpRangeEndMin,InpEndHour,InpEndMin,InpCloseAtEnd,InpOneTradePerDay,InpPendingExpiryMin,InpEntryPoints,InpK,InpAllowLong,InpAllowShort,InpExecTF,InpAtrPeriod,InpAtrSLmult,InpSLFixedPts,InpTP_R,InpTPMode,InpBreakeven,InpEmaFast,InpEmaSlow,InpExitOnEmaClose,InpUseCloseConfirm,InpMinBodyPct,InpUseEmaFilter,InpEma200Period,InpMinRangePct,InpMaxRangePct,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpRiskPercent,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpComment,InpMagic,InpMaxSpread,InpVerbose
17,2755.72,12.81730,1.25200,1.77379,14.64551,13.7025,215,1,1.0,0,1,0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
49,2372.45,19.93655,1.40128,2.13110,21.95262,9.6416,119,1,1.0,0,1,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
57,844.72,4.56605,1.17052,0.66235,11.58075,11.5859,185,1,1.0,50,1,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
9,262.34,0.84354,1.02339,0.13538,1.35136,17.2207,311,1,1.0,50,0,0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
33,1509.88,12.68807,1.17382,0.66851,8.63736,17.0423,119,1,1.0,0,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
41,792.88,4.50500,1.13049,0.48280,6.98064,14.3016,176,1,1.0,50,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
26,-3089.93,-10.13092,0.75155,-0.81364,-5.00000,37.2299,305,2,1.0,50,1,0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
58,-1137.22,-6.76917,0.84405,-0.49537,-5.00000,22.4612,168,2,1.0,50,1,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
18,4532.30,21.08047,1.19690,0.93283,11.56673,31.8986,215,2,1.0,0,1,0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
2,1873.21,8.71260,1.08328,0.37135,4.60231,39.1970,215,2,1.0,0,0,0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
10,-3329.28,-10.91567,0.72846,-0.84674,-5.00000,38.5460,305,2,1.0,50,0,0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
34,4676.53,39.29857,1.32801,0.79828,16.46740,33.9563,119,2,1.0,0,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
50,6358.20,53.43025,1.48191,1.34936,24.35148,28.0452,119,2,1.0,0,1,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
42,-1261.94,-7.51155,0.82681,-0.51170,-5.00000,23.7652,168,2,1.0,50,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
59,1737.76,9.24340,1.38055,1.54827,21.86747,10.1835,188,3,1.0,50,1,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
27,1342.95,4.11948,1.16076,0.81234,9.80421,15.3816,326,3,1.0,50,1,0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
3,2596.31,12.07586,1.17632,0.96042,7.63671,22.4143,215,3,1.0,0,0,0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
11,75.68,0.24102,1.00693,0.03118,0.33618,22.1644,314,3,1.0,50,0,0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
19,3314.20,15.41488,1.32097,1.79789,16.86343,16.6286,215,3,1.0,0,1,0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
51,3102.11,26.06815,1.56342,2.45944,27.38175,11.1946,119,3,1.0,0,1,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
35,1861.48,15.64269,1.22285,1.06775,9.37286,14.2795,119,3,1.0,0,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
43,877.66,4.90313,1.13983,0.52728,6.31859,14.5508,179,3,1.0,50,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
60,1072.83,5.64647,1.47411,2.03786,21.37041,4.9887,190,0,1.5,50,1,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
28,726.88,2.21610,1.16016,0.88144,8.14753,7.9050,328,0,1.5,50,1,0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
52,1807.28,15.18723,1.68014,4.06541,27.94519,4.1146,119,0,1.5,0,1,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
20,1656.36,7.70400,1.31109,1.91742,14.51058,8.0110,215,0,1.5,0,1,0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
36,834.27,7.01067,1.13959,0.57385,4.28990,12.0091,119,0,1.5,0,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
12,682.84,2.26857,1.06736,0.43424,2.02263,13.2056,301,0,1.5,50,0,0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
4,733.62,3.41219,1.06991,0.56655,2.00594,11.5575,215,0,1.5,0,0,0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
44,944.95,5.49390,1.16596,0.62220,5.08699,12.3531,172,0,1.5,50,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
61,1051.86,5.68573,1.20828,0.83890,12.89692,11.2096,185,1,1.5,50,1,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
29,480.16,1.48198,1.05372,0.29454,3.30300,15.1292,324,1,1.5,50,1,0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
53,3221.16,27.06857,1.49026,3.15850,24.17692,8.3797,119,1,1.5,0,1,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
45,839.77,4.63961,1.13406,0.49423,5.90989,14.6176,181,1,1.5,50,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
21,3198.89,14.87856,1.26551,1.81677,13.62219,14.9103,215,1,1.5,0,1,0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
13,814.09,2.55201,1.06903,0.42255,3.15802,16.8090,319,1,1.5,50,0,0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
5,1659.61,7.71912,1.09428,0.51616,3.78662,23.1330,215,1,1.5,0,0,0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
37,1147.08,9.63933,1.11674,0.41600,4.58157,20.5805,119,1,1.5,0,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
62,-1338.59,-7.96780,0.81843,-0.58891,-5.00000,22.2390,168,2,1.5,50,1,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
30,-3227.34,-10.58144,0.74470,-0.86802,-5.00000,36.4494,305,2,1.5,50,1,0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
54,10641.57,89.42496,1.67138,1.80982,31.53893,28.0451,119,2,1.5,0,1,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
46,-1853.85,-11.03482,0.74905,-0.75217,-5.00000,23.6786,168,2,1.5,50,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
22,8942.46,41.59284,1.31923,1.28847,16.45703,34.2810,215,2,1.5,0,1,0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
38,7431.85,62.45252,1.40456,0.92401,16.03520,36.2239,119,2,1.5,0,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
14,-4038.74,-13.24177,0.67664,-0.93738,-5.00000,42.2386,305,2,1.5,50,0,0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
6,4818.40,22.41116,1.15887,0.48171,6.92368,45.1316,215,2,1.5,0,0,0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
31,1246.62,3.81229,1.14707,0.77178,8.07862,14.9321,327,3,1.5,50,1,0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
63,1896.38,10.08713,1.40713,1.67094,21.02148,10.0788,188,3,1.5,50,1,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
47,1124.55,6.28240,1.17526,0.62451,6.32982,15.3878,179,3,1.5,50,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
55,4002.54,33.63479,1.65693,3.39368,27.59653,9.9181,119,3,1.5,0,1,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
39,1730.32,14.54050,1.18275,0.81921,6.14753,16.6969,119,3,1.5,0,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
23,3872.82,18.01312,1.34182,1.96353,15.29691,17.1965,215,3,1.5,0,1,0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
7,3219.08,14.97247,1.18975,1.07175,6.17527,24.7482,215,3,1.5,0,0,0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
15,598.50,1.90000,1.05247,0.24986,2.04006,21.3822,315,3,1.5,50,0,0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1,1,1,9,21,0,0,50,0,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
