Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpSLMode,InpTPRangeMult,InpUseEma200Filter,InpMaxRangePct,InpRangeStartHour,InpRangeStartMin,InpRangeEndHour,InpRangeEndMin,InpEndHour,InpEndMin,InpCloseAtEnd,InpOneTradePerDay,InpPendingExpiryMin,InpEntryPoints,InpK,InpAllowLong,InpAllowShort,InpExecTF,InpAtrPeriod,InpAtrSLmult,InpSLFixedPts,InpTP_R,InpTPMode,InpTP1Pct,InpBreakeven,InpUseTrailEMA,InpEmaFast,InpEmaSlow,InpExitOnEmaClose,InpUseCloseConfirm,InpMinBodyPct,InpUseEmaFilter,InpEma200Period,InpMinRangePct,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpRiskPercent,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpComment,InpMagic,InpMaxSpread,InpVerbose
4,4620.65,21.39190,1.15158,0.45475,6.68496,45.8451,216,2,1.5,0,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
19,4676.53,39.29857,1.32801,0.79828,16.46740,33.9563,119,2,1.0,1,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
7,4481.38,37.34483,1.31126,0.74623,15.88993,34.8090,120,2,1.0,1,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
22,7431.85,62.45252,1.40456,0.92401,16.03520,36.2239,119,2,1.5,1,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
10,7208.36,60.06967,1.38860,0.87640,15.66333,37.0434,120,2,1.5,1,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
2,2622.76,12.14241,1.17802,0.97021,7.58201,22.4143,216,3,1.0,0,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
20,1861.48,15.64269,1.22285,1.06775,9.37286,14.2795,119,3,1.0,1,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
17,3219.08,14.97247,1.18975,1.07175,6.17527,24.7482,215,3,1.5,0,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
5,3253.12,15.06074,1.19176,1.08308,6.16557,24.7482,216,3,1.5,0,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
14,2596.31,12.07586,1.17632,0.96042,7.63671,22.4143,215,3,1.0,0,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
11,1764.36,14.70300,1.18635,0.83533,6.14998,16.6969,120,3,1.5,1,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
8,1895.52,15.79600,1.22693,1.08727,9.29758,14.2795,120,3,1.0,1,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
23,1730.32,14.54050,1.18275,0.81921,6.14753,16.6969,119,3,1.5,1,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
