Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpSLMode,InpTPRangeMult,InpUseEma200Filter,InpMaxRangePct,InpRangeStartHour,InpRangeStartMin,InpRangeEndHour,InpRangeEndMin,InpEndHour,InpEndMin,InpCloseAtEnd,InpOneTradePerDay,InpPendingExpiryMin,InpEntryPoints,InpK,InpAllowLong,InpAllowShort,InpExecTF,InpAtrPeriod,InpAtrSLmult,InpSLFixedPts,InpTP_R,InpTPMode,InpTP1Pct,InpBreakeven,InpUseTrailEMA,InpEmaFast,InpEmaSlow,InpExitOnEmaClose,InpUseCloseConfirm,InpMinBodyPct,InpUseEmaFilter,InpEma200Period,InpMinRangePct,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpRiskPercent,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpComment,InpMagic,InpMaxSpread,InpVerbose
37,75.05,1.01419,1.01918,0.05142,1.36509,13.4525,74,1,0.5,1,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
19,738.65,9.23313,1.13928,0.45780,6.65685,14.2256,80,3,1.0,1,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
7,-697.21,-5.12654,0.92025,-0.31462,-3.86458,20.8415,136,3,1.0,0,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
1,-907.38,-6.62321,0.87154,-0.45467,-5.00000,18.6770,137,1,0.5,0,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
25,-1101.60,-8.67402,0.83279,-0.50629,-5.00000,20.3630,127,1,0.5,0,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
13,-56.72,-0.70025,0.98702,-0.04037,-0.91729,12.9492,81,1,0.5,1,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
44,51.87,0.71055,1.01433,0.06095,0.47048,8.1815,73,0,1.5,1,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
38,-1995.84,-26.97081,0.63689,-0.81045,-5.00000,23.5280,74,2,0.5,1,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
32,-43.46,-0.34768,0.99305,-0.02831,-0.20892,14.0148,125,0,1.5,0,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
20,29.92,0.37400,1.00769,0.03272,0.24756,8.7906,80,0,1.5,1,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
26,-3426.90,-26.98346,0.60324,-0.94047,-5.00000,35.9932,127,2,0.5,0,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
2,-3585.13,-26.16883,0.61778,-0.96512,-5.00000,36.6934,137,2,0.5,0,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
14,-1921.43,-23.72136,0.68758,-0.80454,-5.00000,22.8171,81,2,0.5,1,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
8,396.59,2.93770,1.06014,0.25167,1.70968,14.3853,135,0,1.5,0,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
45,555.60,7.50811,1.10107,0.25953,3.61741,19.7073,74,1,1.5,1,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
39,-285.07,-3.85230,0.92816,-0.16910,-5.00000,15.4398,74,3,0.5,1,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
27,-1581.10,-12.44961,0.76993,-0.69596,-5.00000,21.3894,127,3,0.5,0,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
21,605.37,7.47370,1.10117,0.27965,3.60545,19.9280,81,1,1.5,1,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
33,-682.09,-5.37079,0.92179,-0.18809,-2.97352,32.7367,127,1,1.5,0,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
3,-1508.25,-11.00912,0.79123,-0.66607,-5.00000,21.3194,137,3,0.5,0,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
15,-469.12,-5.79160,0.89151,-0.26253,-5.00000,16.3665,81,3,0.5,1,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
9,391.33,2.85642,1.04177,0.10873,1.42993,32.4895,137,1,1.5,0,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
46,-760.19,-10.27284,0.88040,-0.26233,-5.00000,26.6651,74,2,1.5,1,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
40,158.50,2.17123,1.05265,0.25608,2.17878,6.0212,73,0,1.0,1,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
22,-1459.14,-18.01407,0.78870,-0.41603,-5.00000,32.2728,81,2,1.5,1,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
34,-3288.74,-25.89559,0.66139,-0.68906,-5.00000,45.8735,127,2,1.5,0,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
28,-217.32,-1.72476,0.95969,-0.18793,-1.48495,10.9627,126,0,1.0,0,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
4,-2.88,-0.02118,0.99949,-0.00232,-0.01762,11.7823,136,0,1.0,0,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
16,25.98,0.32475,1.00787,0.03595,0.31086,7.0304,80,0,1.0,1,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
10,-4002.04,-29.21197,0.60727,-0.75242,-5.00000,51.1226,137,2,1.5,0,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
47,1194.52,16.36329,1.21886,0.67065,7.63571,15.4963,73,3,1.5,1,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
41,544.24,7.35459,1.10686,0.27592,5.40494,17.7396,74,1,1.0,1,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
23,1057.59,13.21988,1.18081,0.57976,6.28986,15.8708,80,3,1.5,1,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
29,-489.98,-3.85811,0.94029,-0.18425,-3.00442,24.7344,127,1,1.0,0,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
35,-327.88,-2.60222,0.96385,-0.14735,-1.36016,20.9469,126,3,1.5,0,0.8,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
5,54.72,0.39942,1.00622,0.01987,0.28514,25.6126,137,1,1.0,0,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
17,436.91,5.39395,1.07865,0.22873,3.88290,17.1796,81,1,1.0,1,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
11,372.87,2.74169,1.03903,0.17777,1.35232,19.7445,136,3,1.5,0,0.0,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,2,1,0,0,0,9,21,0,0,50,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
