"macchina";"terminale";"giorno";"ora_locale";"conto";"ticket";"evento";"tipo";"volume";"simbolo";"prezzo";"ordine_rif"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"10:53:28";"50503392";"2611353";"ESEGUITO";"buy";"1";"D30EUR";"25415.90";"2949418"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"10:54:02";"50503392";"2611360";"ESEGUITO";"sell";"1";"D30EUR";"25421.30";"2949433"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"11:11:22";"50503392";"2949668";"PIAZZATO";"sell stop";"1";"D30EUR";"25324.00";"2949668"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"11:11:22";"50503392";"";"FALLITO";"buy stop 1 D30EUR at 25415.90 sl: 25324.00 tp: 25691.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"11:31:41";"50503392";"2949827";"PIAZZATO";"sell stop";"1";"D30EUR";"25324.00";"2949827"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"11:31:41";"50503392";"";"FALLITO";"buy stop 1 D30EUR at 25415.90 sl: 25324.00 tp: 25691.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"11:50:27";"50503392";"";"FALLITO";"buy stop 1 D30EUR at 25415.90 sl: 25324.00 tp: 25691.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"11:50:28";"50503392";"2950058";"PIAZZATO";"sell stop";"1";"D30EUR";"25324.00";"2950058"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"12:00:47";"50503392";"2950188";"PIAZZATO";"sell stop";"1";"D30EUR";"25324.00";"2950188"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"12:00:47";"50503392";"";"FALLITO";"buy stop 1 D30EUR at 25415.90 sl: 25324.00 tp: 25691.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"12:11:47";"50503392";"2950268";"PIAZZATO";"sell stop";"1";"D30EUR";"25324.00";"2950268"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"12:11:47";"50503392";"";"FALLITO";"buy stop 1 D30EUR at 25415.90 sl: 25324.00 tp: 25691.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"12:18:32";"50503392";"";"FALLITO";"buy stop 1 D30EUR at 25415.90 sl: 25324.00 tp: 25691.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"12:18:33";"50503392";"2950437";"PIAZZATO";"sell stop";"1";"D30EUR";"25324.00";"2950437"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"12:37:30";"50503392";"2950622";"PIAZZATO";"sell stop";"1";"D30EUR";"25324.00";"2950622"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"12:37:30";"50503392";"";"FALLITO";"buy stop 1 D30EUR at 25415.90 sl: 25324.00 tp: 25691.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"12:43:21";"50503392";"2612592";"ESEGUITO";"sell";"0.35";"EURUSD";"1.14807";"2950701"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"12:57:16";"50503392";"2951005";"PIAZZATO";"sell stop";"1.1";"D30EUR";"25324.00";"2951005"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"12:57:16";"50503392";"";"FALLITO";"buy stop 1.1 D30EUR at 25415.90 sl: 25324.00 tp: 25691.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"13:15:32";"50503392";"2951126";"PIAZZATO";"sell stop";"1.1";"D30EUR";"25324.00";"2951126"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"13:15:32";"50503392";"";"FALLITO";"buy stop 1.1 D30EUR at 25415.90 sl: 25324.00 tp: 25691.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"13:33:58";"50503392";"2951265";"PIAZZATO";"sell stop";"1.1";"D30EUR";"25324.00";"2951265"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"13:33:58";"50503392";"";"FALLITO";"buy stop 1.1 D30EUR at 25415.90 sl: 25324.00 tp: 25691.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"13:57:58";"50503392";"2951383";"PIAZZATO";"sell stop";"1.1";"D30EUR";"25324.00";"2951383"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"13:57:58";"50503392";"";"FALLITO";"buy stop 1.1 D30EUR at 25415.90 sl: 25324.00 tp: 25691.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"13:59:42";"50503392";"2951392";"PIAZZATO";"sell stop";"1.1";"D30EUR";"25324.00";"2951392"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"13:59:42";"50503392";"";"FALLITO";"buy stop 1.1 D30EUR at 25415.90 sl: 25324.00 tp: 25691.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"14:17:42";"50503392";"2951602";"PIAZZATO";"sell stop";"1.1";"D30EUR";"25324.00";"2951602"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"14:17:42";"50503392";"";"FALLITO";"buy stop 1.1 D30EUR at 25415.90 sl: 25324.00 tp: 25691.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"14:35:43";"50503392";"2951861";"PIAZZATO";"sell stop";"1.1";"D30EUR";"25324.00";"2951861"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"14:35:43";"50503392";"";"FALLITO";"buy stop 1.1 D30EUR at 25415.90 sl: 25324.00 tp: 25691.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"14:54:33";"50503392";"2952156";"PIAZZATO";"sell stop";"1.1";"D30EUR";"25324.00";"2952156"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"14:54:33";"50503392";"";"FALLITO";"buy stop 1.1 D30EUR at 25415.90 sl: 25324.00 tp: 25691.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"15:13:43";"50503392";"2952519";"PIAZZATO";"sell stop";"1.1";"D30EUR";"25324.00";"2952519"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"15:13:43";"50503392";"";"FALLITO";"buy stop 1.1 D30EUR at 25415.90 sl: 25324.00 tp: 25691.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"15:32:52";"50503392";"2952794";"PIAZZATO";"sell stop";"1.1";"D30EUR";"25324.00";"2952794"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"15:32:52";"50503392";"";"FALLITO";"buy stop 1.1 D30EUR at 25415.90 sl: 25324.00 tp: 25691.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"15:33:27";"50503392";"2614608";"ESEGUITO";"sell";"0.9";"NASUSD";"27685.80";"2952737"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"15:35:32";"50503392";"2614638";"ESEGUITO";"buy";"0.9";"NASUSD";"27740.80";"2952837"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"15:35:37";"50503392";"2614641";"ESEGUITO";"buy";"0.9";"NASUSD";"27750.80";"2952735"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"15:45:04";"50503392";"2615339";"ESEGUITO";"sell";"0.9";"NASUSD";"27860.80";"2953524"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"15:53:54";"50503392";"2953875";"PIAZZATO";"sell stop";"1.1";"D30EUR";"25324.00";"2953875"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"15:53:54";"50503392";"";"FALLITO";"buy stop 1.1 D30EUR at 25415.90 sl: 25324.00 tp: 25691.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"15:59:10";"50503392";"2615891";"ESEGUITO";"buy";"0.01";"XAUUSD";"4111.19";"2954083"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"15:59:10";"50503392";"2615890";"ESEGUITO";"buy";"0.01";"XAUUSD";"4111.19";"2954082"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"15:59:10";"50503392";"2615889";"ESEGUITO";"buy";"0.01";"XAUUSD";"4111.19";"2954081"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"16:12:13";"50503392";"2954693";"PIAZZATO";"sell stop";"1.1";"D30EUR";"25324.00";"2954693"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"16:12:13";"50503392";"";"FALLITO";"buy stop 1.1 D30EUR at 25415.90 sl: 25324.00 tp: 25691.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"16:27:43";"50503392";"2616712";"ESEGUITO";"sell";"0.1";"NASUSD";"28068.10";"2954893"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"16:30:41";"50503392";"2954929";"PIAZZATO";"sell stop";"1.1";"D30EUR";"25324.00";"2954929"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"16:30:41";"50503392";"";"FALLITO";"buy stop 1.1 D30EUR at 25415.90 sl: 25324.00 tp: 25691.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"16:49:23";"50503392";"2955161";"PIAZZATO";"sell stop";"1.1";"D30EUR";"25324.00";"2955161"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"16:49:23";"50503392";"";"FALLITO";"buy stop 1.1 D30EUR at 25415.90 sl: 25324.00 tp: 25691.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"17:09:19";"50503392";"2955345";"PIAZZATO";"sell stop";"1.1";"D30EUR";"25324.00";"2955345"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"17:09:19";"50503392";"";"FALLITO";"buy stop 1.1 D30EUR at 25415.90 sl: 25324.00 tp: 25691.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"17:29:16";"50503392";"2955539";"PIAZZATO";"sell stop";"1.1";"D30EUR";"25324.00";"2955539"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"17:29:16";"50503392";"";"FALLITO";"buy stop 1.1 D30EUR at 25415.90 sl: 25324.00 tp: 25691.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"17:49:39";"50503392";"2955681";"PIAZZATO";"sell stop";"1.1";"D30EUR";"25324.00";"2955681"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"17:49:39";"50503392";"";"FALLITO";"buy stop 1.1 D30EUR at 25415.90 sl: 25324.00 tp: 25691.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"18:11:59";"50503392";"2955811";"PIAZZATO";"sell stop";"1.1";"D30EUR";"25324.00";"2955811"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"18:11:59";"50503392";"";"FALLITO";"buy stop 1.1 D30EUR at 25415.90 sl: 25324.00 tp: 25691.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"18:30:00";"50503392";"2955539";"ANNULLATO";"sell stop";"1.1";"D30EUR";"";"2955539"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"18:30:00";"50503392";"2955681";"ANNULLATO";"sell stop";"1.1";"D30EUR";"";"2955681"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"18:30:00";"50503392";"2955811";"ANNULLATO";"sell stop";"1.1";"D30EUR";"";"2955811"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"21:00:00";"50503392";"2618793";"ESEGUITO";"sell";"0.01";"XAUUSD";"4099.66";"2957061"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"21:00:00";"50503392";"2618792";"ESEGUITO";"sell";"0.01";"XAUUSD";"4099.66";"2957060"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"21:17:45";"50503392";"2618867";"ESEGUITO";"buy";"0.01";"XAUUSD";"4111.19";"2957129"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"21:17:45";"50503392";"2618866";"ESEGUITO";"buy";"0.01";"XAUUSD";"4111.19";"2957128"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"06:42:04";"50503392";"2620271";"ESEGUITO";"buy";"0.5";"EURUSD";"1.15062";"2958448"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"08:01:21";"50503392";"2621328";"ESEGUITO";"sell";"0.1";"D30EUR";"25743.20";"2959653"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"08:26:11";"50503392";"2621491";"ESEGUITO";"sell";"0.5";"EURUSD";"1.15187";"2959823"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"09:00:27";"50503392";"2621812";"ESEGUITO";"buy";"1.1";"D30EUR";"25732.20";"2960163"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"09:00:27";"50503392";"2621809";"ESEGUITO";"buy";"2.3";"D30EUR";"25731.20";"2960162"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"09:08:04";"50503392";"2621919";"ESEGUITO";"sell";"1.1";"D30EUR";"25762.80";"2960304"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"09:11:27";"50503392";"2621981";"ESEGUITO";"sell";"0.5";"D30EUR";"25792.60";"2960367"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"09:11:27";"50503392";"2621980";"ESEGUITO";"sell";"1.2";"D30EUR";"25792.60";"2960366"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"09:11:48";"50503392";"2621987";"ESEGUITO";"sell";"0.6";"D30EUR";"25792.60";"2960375"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"09:12:50";"50503392";"2622000";"ESEGUITO";"sell";"0.1";"U30USD";"52523.50";"2960389"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"09:15:00";"50503392";"2960449";"PIAZZATO";"sell stop";"0.8";"D30EUR";"25694.60";"2960449"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"09:15:00";"50503392";"2960448";"PIAZZATO";"buy stop";"0.8";"D30EUR";"25823.10";"2960448"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"09:19:11";"50503392";"2622130";"ESEGUITO";"buy";"0.8";"D30EUR";"25824.90";"2960443"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"09:19:11";"50503392";"2960449";"ANNULLATO";"sell stop";"0.8";"D30EUR";"";"2960449"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"09:19:11";"50503392";"2622129";"ESEGUITO";"buy";"0.8";"D30EUR";"25823.10";"2960448"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"09:19:31";"50503392";"2622140";"ESEGUITO";"buy";"0.3";"D30EUR";"25829.90";"2960444"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"09:20:11";"50503392";"2622211";"ESEGUITO";"sell";"0.3";"D30EUR";"25836.10";"2960624"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"09:20:11";"50503392";"2622210";"ESEGUITO";"sell";"0.8";"D30EUR";"25836.10";"2960623"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"09:20:14";"50503392";"2622213";"ESEGUITO";"sell";"0.8";"D30EUR";"25832.30";"2960628"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"09:42:02";"50503392";"2960910";"PIAZZATO";"sell stop";"0.8";"D30EUR";"25694.60";"2960910"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"09:42:02";"50503392";"";"FALLITO";"buy stop 0.8 D30EUR at 25823.10 sl: 25694.60 tp: 26208.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"10:00:32";"50503392";"2961103";"PIAZZATO";"sell stop";"0.8";"D30EUR";"25694.60";"2961103"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"10:00:32";"50503392";"";"FALLITO";"buy stop 0.8 D30EUR at 25823.10 sl: 25694.60 tp: 26208.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"10:32:02";"50503392";"";"FALLITO";"buy stop 0.8 D30EUR at 25823.10 sl: 25694.60 tp: 26208.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"10:32:03";"50503392";"2961382";"PIAZZATO";"sell stop";"0.8";"D30EUR";"25694.60";"2961382"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"10:54:19";"50503392";"2961528";"PIAZZATO";"sell stop";"0.8";"D30EUR";"25694.60";"2961528"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"10:54:19";"50503392";"";"FALLITO";"buy stop 0.8 D30EUR at 25823.10 sl: 25694.60 tp: 26208.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"11:27:26";"50503392";"2961829";"PIAZZATO";"sell stop";"0.8";"D30EUR";"25694.60";"2961829"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"11:27:26";"50503392";"";"FALLITO";"buy stop 0.8 D30EUR at 25823.10 sl: 25694.60 tp: 26208.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:28:25";"50503392";"";"FALLITO";"sell stop 0.8 D30EUR at 25694.60 sl: 25823.10 tp: 25309.10 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:28:25";"50503392";"2965019";"PIAZZATO";"buy stop";"0.8";"D30EUR";"25823.10";"2965019"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:29:09";"50503392";"";"FALLITO";"sell stop 0.8 D30EUR at 25694.60 sl: 25823.10 tp: 25309.10 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:29:09";"50503392";"2965031";"PIAZZATO";"buy stop";"0.8";"D30EUR";"25823.10";"2965031"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:30:15";"50503392";"";"FALLITO";"sell stop 0.8 D30EUR at 25694.60 sl: 25823.10 tp: 25309.10 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:30:15";"50503392";"2965065";"PIAZZATO";"buy stop";"0.8";"D30EUR";"25823.10";"2965065"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:30:23";"50503392";"2626403";"ESEGUITO";"buy";"2.3";"NASUSD";"28468.00";"2965050"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:30:24";"50503392";"2626409";"ESEGUITO";"buy";"1.2";"NASUSD";"28471.00";"2965051"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:31:29";"50503392";"";"FALLITO";"sell stop 0.8 D30EUR at 25694.60 sl: 25823.10 tp: 25309.10 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:31:29";"50503392";"2965103";"PIAZZATO";"buy stop";"0.8";"D30EUR";"25823.10";"2965103"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:32:02";"50503392";"2626463";"ESEGUITO";"sell";"1.1";"NASUSD";"28515.00";"2965122"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:32:32";"50503392";"";"FALLITO";"sell stop 0.8 D30EUR at 25694.60 sl: 25823.10 tp: 25309.10 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:32:32";"50503392";"2965143";"PIAZZATO";"buy stop";"0.8";"D30EUR";"25823.10";"2965143"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:33:07";"50503392";"2626501";"ESEGUITO";"sell";"1.2";"NASUSD";"28557.00";"2965157"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:33:37";"50503392";"";"FALLITO";"sell stop 0.8 D30EUR at 25694.60 sl: 25823.10 tp: 25309.10 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:33:37";"50503392";"2965177";"PIAZZATO";"buy stop";"0.8";"D30EUR";"25823.10";"2965177"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:34:10";"50503392";"";"FALLITO";"sell stop 0.8 D30EUR at 25694.60 sl: 25823.10 tp: 25309.10 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:34:10";"50503392";"2965197";"PIAZZATO";"buy stop";"0.8";"D30EUR";"25823.10";"2965197"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:34:41";"50503392";"";"FALLITO";"sell stop 0.8 D30EUR at 25694.60 sl: 25823.10 tp: 25309.10 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:34:41";"50503392";"2965209";"PIAZZATO";"buy stop";"0.8";"D30EUR";"25823.10";"2965209"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:35:09";"50503392";"";"FALLITO";"sell stop 0.8 D30EUR at 25694.60 sl: 25823.10 tp: 25309.10 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:35:09";"50503392";"2965234";"PIAZZATO";"buy stop";"0.8";"D30EUR";"25823.10";"2965234"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:36:04";"50503392";"";"FALLITO";"sell stop 0.8 D30EUR at 25694.60 sl: 25823.10 tp: 25309.10 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:36:04";"50503392";"2965268";"PIAZZATO";"buy stop";"0.8";"D30EUR";"25823.10";"2965268"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:37:12";"50503392";"";"FALLITO";"sell stop 0.8 D30EUR at 25694.60 sl: 25823.10 tp: 25309.10 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:37:12";"50503392";"2965340";"PIAZZATO";"buy stop";"0.8";"D30EUR";"25823.10";"2965340"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:38:44";"50503392";"";"FALLITO";"sell stop 0.8 D30EUR at 25694.60 sl: 25823.10 tp: 25309.10 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:38:44";"50503392";"2965396";"PIAZZATO";"buy stop";"0.8";"D30EUR";"25823.10";"2965396"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:39:43";"50503392";"2626818";"ESEGUITO";"sell";"0.1";"U30USD";"52358.80";"2965470"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:40:16";"50503392";"";"FALLITO";"sell stop 0.8 D30EUR at 25694.60 sl: 25823.10 tp: 25309.10 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:40:16";"50503392";"2965521";"PIAZZATO";"buy stop";"0.8";"D30EUR";"25823.10";"2965521"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:40:19";"50503392";"2626871";"ESEGUITO";"sell";"1.2";"NASUSD";"28418.00";"2965054"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:41:44";"50503392";"";"FALLITO";"sell stop 0.8 D30EUR at 25694.60 sl: 25823.10 tp: 25309.10 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:41:44";"50503392";"2965561";"PIAZZATO";"buy stop";"0.8";"D30EUR";"25823.10";"2965561"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:43:10";"50503392";"";"FALLITO";"sell stop 0.8 D30EUR at 25694.60 sl: 25823.10 tp: 25309.10 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:43:10";"50503392";"2965600";"PIAZZATO";"buy stop";"0.8";"D30EUR";"25823.10";"2965600"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:43:29";"50503392";"2626960";"ESEGUITO";"buy";"1.2";"NASUSD";"28332.00";"2965613"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:44:22";"50503392";"";"FALLITO";"sell stop 0.8 D30EUR at 25694.60 sl: 25823.10 tp: 25309.10 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:44:22";"50503392";"2965644";"PIAZZATO";"buy stop";"0.8";"D30EUR";"25823.10";"2965644"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:44:47";"50503392";"2626995";"ESEGUITO";"sell";"0.8";"NASUSD";"28307.00";"2965049"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:44:59";"50503392";"2626999";"ESEGUITO";"buy";"0.4";"NASUSD";"28298.60";"2965655"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:45:03";"50503392";"2627005";"ESEGUITO";"buy";"0.4";"NASUSD";"28307.00";"2965661"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:45:28";"50503392";"";"FALLITO";"sell stop 0.8 D30EUR at 25694.60 sl: 25823.10 tp: 25309.10 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:45:28";"50503392";"2965675";"PIAZZATO";"buy stop";"0.8";"D30EUR";"25823.10";"2965675"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:46:22";"50503392";"";"FALLITO";"sell stop 0.8 D30EUR at 25694.60 sl: 25823.10 tp: 25309.10 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:46:22";"50503392";"2965708";"PIAZZATO";"buy stop";"0.8";"D30EUR";"25823.10";"2965708"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:47:32";"50503392";"";"FALLITO";"sell stop 0.8 D30EUR at 25694.60 sl: 25823.10 tp: 25309.10 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:47:32";"50503392";"2965718";"PIAZZATO";"buy stop";"0.8";"D30EUR";"25823.10";"2965718"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:49:30";"50503392";"";"FALLITO";"sell stop 0.8 D30EUR at 25694.60 sl: 25823.10 tp: 25309.10 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:49:30";"50503392";"2965765";"PIAZZATO";"buy stop";"0.8";"D30EUR";"25823.10";"2965765"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:51:28";"50503392";"";"FALLITO";"sell stop 0.8 D30EUR at 25694.60 sl: 25823.10 tp: 25309.10 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:51:28";"50503392";"2965812";"PIAZZATO";"buy stop";"0.8";"D30EUR";"25823.10";"2965812"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:53:19";"50503392";"";"FALLITO";"sell stop 0.8 D30EUR at 25694.60 sl: 25823.10 tp: 25309.10 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:53:19";"50503392";"2965830";"PIAZZATO";"buy stop";"0.8";"D30EUR";"25823.10";"2965830"
"DESKTOP-H4D7CAJ";"215D85D7";"20260731";"15:55:14";"50503392";"";"FALLITO";"sell stop 0.8 D30EUR at 25694.60 sl: 25823.10 tp: 25309.10 [Invalid price]";"";"";"";""
