Pass,Simbolo,Periodo,Attraversamenti Grezzi Long,Attraversamenti Grezzi Short,Attraversamenti Eseguibili Long,Attraversamenti Eseguibili Short,Giorni Contati,Eseguibili Al Giorno Long,Eseguibili Al Giorno Short,Eseguibili Al Giorno Totale,Grezzi Al Giorno Totale,C1 Esito,Mfe Mediana Long Punti Indice,Mfe Mediana Short Punti Indice,Mae Mediana Long Punti Indice,Mae Mediana Short Punti Indice,Rr Da Mediane Long,Rr Da Mediane Short,Win Rate Necessario Long Pct,Win Rate Necessario Short Pct,Mfe Su Spread Long,Mfe Su Spread Short,Spread Misurato Punti Indice,Soglia C3 Punti Indice,C3 Esito Long,C3 Esito Short,C5 Esito Long,C5 Esito Short,Chiuse Long,Chiuse Short,Convergute Long,Convergute Short,Non Convergute Long Pct,Non Convergute Short Pct,Non Convergute Totale Pct,Uscite Fine Sessione Long,Uscite Fine Sessione Short,Uscite Tetto Barre Long,Uscite Tetto Barre Short,Uscite Fine Corsa Escluse,C6 Esito,Max Eseguibili Giorno Long,Max Eseguibili Giorno Short,Max Eseguibili Giorno Totale,Rischio Aperto Max Pct,C7 Cap Necessario,Giorni Almeno 2 Eseguibili,Giorni Zero Eseguibili,Tenuta Mediana Long Barre,Tenuta Mediana Short Barre,Tenuta Mediana Totale Barre,Sotto 60 Secondi Pct,C8 Esito,Mfe Orizzonte Mediana Long,Mfe Orizzonte Mediana Short,Mae Orizzonte Mediana Long,Mae Orizzonte Mediana Short,Movimento Orizzonte Mediano Long,Movimento Orizzonte Mediano Short,Orizzonte Completo Long,Orizzonte Completo Short,Orizzonte Incompleto Long,Orizzonte Incompleto Short,Barre Valutate,Barre Fuori Finestra,Barre Saltate Dati,Valutazioni Metro Mancante Segnale,Valutazioni Perse Buco Finestra,Valutazioni Con Solo Metro,Barre Senza Z Con Posizione Aperta,Z Non Calcolabile,Giorni Spaiati,Giorni Spaiati Pct,C2 Esito,Attraversamenti Ingresso Fuori Finestra,Attraversamenti Prima Barra Sessione,Occupato Stesso Lato Long,Occupato Stesso Lato Short,Scartati Occupato Altro Lato Collaudo,Atr Mediano Punti Indice,Atr Divergenza Rel Media Pct,Punto Indice Prezzo,Metro Prima Barra Epoch,Gamba Prima Barra Epoch,Campioni Troncati,Autotest Falliti,Autotest Blocchi,Finestra N,Soglia Ingresso Sigma,Soglia Uscita Sigma,Modo Spread,Modo Z Score,Barre Max Tenuta,Barre Orizzonte,Lato Attivo,Giorni Festa Metro,Giorni Metro Zero Calendario,Ingressi Barra Reale Fuori,Chiuse Zero Barre,InpFinestraN,InpSogliaIngressoSigma,InpSimboloMetro,InpModoSpread,InpModoZScore,InpSogliaUscitaSigma,InpOraInizioServer,InpMinInizioServer,InpOraFineServer,InpMinFineServer,InpBarreMaxTenuta,InpBarreOrizzonte,InpLato,InpPuntiPerIndice,InpAtrPeriod,InpAtrModoRma,InpWarmupBarre,InpConfrontaMT5,InpScriviCsv,InpVerbose,InpAutoTest,InpTag
38,D30EUR,PERIOD_M5,1262,1328,657,666,441,1.490,1.510,3.000,5.873,1,27.000,25.550,24.500,27.600,1.1020,0.9257,51.14,55.82,9.643,9.125,2.80,8.40,2,2,1,1,657,666,522,498,20.55,25.23,22.90,135,168,0,0,0,2,5,5,9,5.85,1,415,5,15.00,15.50,15.00,0.00,2,38.200,37.300,38.800,36.400,7.450,-2.950,542,552,115,114,38760,77154,0,1057,194,9,561,0,57,12.93,0,19,78,595,653,0,18.5714,0.0000,1.00000,1727367000,1727367000,0,0,25,50,1.200,0.050,0,0,120,24,0,2,0,15,0,50,1.20,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
82,D30EUR,PERIOD_M5,1089,1128,799,830,441,1.812,1.882,3.694,5.027,1,20.500,18.750,19.000,20.000,1.0789,0.9375,51.71,55.48,7.321,6.696,2.80,8.40,2,2,1,1,799,830,730,734,8.64,11.57,10.13,69,96,0,0,0,2,5,4,7,4.55,1,429,4,9.00,9.00,9.00,0.00,1,38.500,36.000,36.150,35.000,6.400,-2.300,602,595,197,235,38760,77154,0,1057,120,9,479,0,57,12.93,0,23,97,283,282,0,17.2857,0.0000,1.00000,1727367000,1727367000,0,0,25,20,1.950,0.050,0,0,120,24,0,2,0,17,0,20,1.95,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
60,D30EUR,PERIOD_M5,2136,2166,1732,1759,441,3.927,3.989,7.916,9.755,1,14.500,14.300,13.500,14.000,1.0741,1.0214,51.83,53.18,5.179,5.107,2.80,8.40,1,1,1,1,1732,1759,1667,1667,3.75,5.23,4.50,65,92,0,0,0,2,8,8,13,8.45,1,437,3,5.00,5.00,5.00,0.00,1,34.500,34.650,34.000,33.500,4.700,-5.100,1325,1284,407,475,38760,77154,0,1057,60,9,436,0,57,12.93,0,53,126,376,382,0,17.1429,0.0000,1.00000,1727367000,1727367000,0,0,25,10,1.650,0.050,0,0,120,24,0,2,0,44,0,10,1.65,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
16,D30EUR,PERIOD_M5,1583,1666,893,934,441,2.025,2.118,4.143,7.367,1,21.500,22.000,22.600,21.300,0.9513,1.0329,55.09,52.88,7.679,7.857,2.80,8.40,2,2,1,1,893,934,747,747,16.35,20.02,18.23,146,187,0,0,0,2,6,6,11,7.15,1,429,5,12.00,11.00,11.00,0.00,1,35.950,38.350,39.650,35.350,4.000,-1.550,718,716,175,218,38760,77154,0,1057,194,9,741,0,57,12.93,0,33,96,670,719,0,18.2357,0.0000,1.00000,1727367000,1727367000,0,0,25,40,0.900,0.050,0,0,120,24,0,2,0,29,0,40,0.90,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
39,D30EUR,PERIOD_M5,1222,1260,608,622,441,1.379,1.410,2.789,5.628,1,27.750,26.000,26.000,27.150,1.0673,0.9576,52.00,54.91,9.911,9.286,2.80,8.40,2,2,1,1,608,622,471,448,22.53,27.97,25.28,137,174,0,0,0,1,4,4,8,5.20,1,410,5,17.00,17.00,17.00,0.00,2,40.000,37.550,37.700,36.950,7.550,-2.800,500,508,108,114,38760,77154,0,1057,194,28,503,0,62,14.06,0,14,76,605,633,0,18.5036,0.0000,1.00000,1727367000,1727367000,0,0,25,55,1.200,0.050,0,0,120,24,0,2,0,10,0,55,1.20,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
83,D30EUR,PERIOD_M5,1003,1019,710,700,441,1.610,1.587,3.197,4.585,1,21.000,22.700,20.900,22.500,1.0048,1.0089,53.62,53.51,7.500,8.107,2.80,8.40,2,2,1,1,710,700,624,601,12.11,14.14,13.12,86,99,0,0,0,2,4,4,6,3.90,1,420,5,11.00,11.00,11.00,0.00,1,36.950,40.000,38.500,35.500,5.150,-3.000,540,515,170,185,38760,77154,0,1057,150,9,315,0,57,12.93,0,22,87,286,304,0,17.7357,0.0000,1.00000,1727367000,1727367000,0,0,25,25,1.950,0.050,0,0,120,24,0,2,0,16,0,25,1.95,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
61,D30EUR,PERIOD_M5,1791,1834,1298,1323,441,2.943,3.000,5.943,8.220,1,17.050,17.300,16.250,18.000,1.0492,0.9611,52.46,54.82,6.089,6.179,2.80,8.40,2,2,1,1,1298,1323,1229,1234,5.32,6.73,6.03,69,89,0,0,0,2,6,6,11,7.15,1,437,3,7.00,7.00,7.00,0.00,1,35.850,34.900,36.000,35.550,5.450,-3.000,990,984,308,339,38760,77154,0,1057,90,9,497,0,57,12.93,0,38,128,478,488,0,17.4500,0.0000,1.00000,1727367000,1727367000,0,0,25,15,1.650,0.050,0,0,120,24,0,2,0,28,0,15,1.65,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
17,D30EUR,PERIOD_M5,1441,1502,833,847,441,1.889,1.921,3.810,6.673,1,23.000,23.300,22.600,24.000,1.0177,0.9708,53.28,54.55,8.214,8.321,2.80,8.40,2,2,1,1,833,847,686,671,17.65,20.78,19.23,147,176,0,0,0,2,7,6,10,6.50,1,424,5,12.00,12.00,12.00,0.00,2,37.900,37.950,41.000,34.850,5.800,-2.700,681,678,152,169,38760,77154,0,1057,194,9,734,0,57,12.93,0,30,91,593,640,0,18.3643,0.0000,1.00000,1727367000,1727367000,0,0,25,45,0.900,0.050,0,0,120,24,0,2,0,26,0,45,0.90,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
40,D30EUR,PERIOD_M5,2889,2973,2188,2233,441,4.961,5.063,10.025,13.293,1,13.500,14.500,13.500,13.100,1.0000,1.1069,53.75,51.02,4.821,5.179,2.80,8.40,1,1,1,1,2188,2233,2082,2113,4.84,5.37,5.11,106,120,0,0,0,2,9,9,16,10.40,1,438,3,5.00,5.00,5.00,0.00,1,33.500,34.800,34.100,33.000,4.600,-4.750,1629,1642,559,591,38760,77154,0,1057,60,9,621,0,57,12.93,0,74,152,660,707,0,17.1357,0.0000,1.00000,1727367000,1727367000,0,0,25,10,1.350,0.050,0,0,120,24,0,2,0,60,0,10,1.35,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
84,D30EUR,PERIOD_M5,897,960,602,632,441,1.365,1.433,2.798,4.211,1,23.500,24.650,22.500,24.100,1.0444,1.0228,52.58,53.14,8.393,8.804,2.80,8.40,2,2,1,1,602,632,516,517,14.29,18.20,16.29,86,115,0,0,0,2,3,5,6,3.90,1,408,6,12.00,12.00,12.00,0.00,2,38.650,40.500,37.200,35.500,7.000,0.000,462,475,140,157,38760,77154,0,1057,173,9,337,0,57,12.93,0,18,84,291,314,0,17.7607,0.0000,1.00000,1727367000,1727367000,0,0,25,30,1.950,0.050,0,0,120,24,0,2,0,14,0,30,1.95,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
62,D30EUR,PERIOD_M5,1532,1670,1030,1082,441,2.336,2.454,4.789,7.261,1,19.500,19.900,18.500,20.000,1.0541,0.9950,52.34,53.88,6.964,7.107,2.80,8.40,2,2,1,1,1030,1082,938,967,8.93,10.63,9.80,92,115,0,0,0,2,5,7,9,5.85,1,437,4,9.00,9.50,9.00,0.00,1,37.000,35.950,37.100,35.850,6.300,-3.600,791,804,239,278,38760,77154,0,1057,120,9,553,0,57,12.93,0,27,113,492,571,0,17.6107,0.0000,1.00000,1727367000,1727367000,0,0,25,20,1.650,0.050,0,0,120,24,0,2,0,19,0,20,1.65,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
41,D30EUR,PERIOD_M5,2351,2388,1578,1575,441,3.578,3.571,7.150,10.746,1,16.600,17.400,15.300,16.800,1.0850,1.0357,51.56,52.81,5.929,6.214,2.80,8.40,1,2,1,1,1578,1575,1483,1468,6.02,6.79,6.41,95,107,0,0,0,2,7,6,13,8.45,1,438,3,7.00,7.00,7.00,0.00,1,35.400,35.250,36.400,34.950,5.600,-3.750,1194,1188,384,387,38760,77154,0,1057,90,9,690,0,57,12.93,0,60,134,750,776,0,17.5714,0.0000,1.00000,1727367000,1727367000,0,0,25,15,1.350,0.050,0,0,120,24,0,2,0,48,0,15,1.35,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
18,D30EUR,PERIOD_M5,1396,1401,779,759,441,1.766,1.721,3.488,6.342,1,24.500,23.500,22.700,26.700,1.0793,0.8801,51.70,57.18,8.750,8.393,2.80,8.40,2,2,1,1,779,759,633,579,18.74,23.72,21.20,146,180,0,0,0,2,6,5,10,6.50,1,416,6,12.00,13.00,13.00,0.00,2,39.100,37.900,39.500,36.400,6.500,-5.500,645,629,134,130,38760,77154,0,1057,194,9,557,0,57,12.93,0,25,92,604,630,0,18.7714,0.0000,1.00000,1727367000,1727367000,0,0,25,50,0.900,0.050,0,0,120,24,0,2,0,22,0,50,0.90,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
85,D30EUR,PERIOD_M5,811,887,540,562,441,1.224,1.274,2.499,3.850,1,24.000,25.450,24.100,23.400,0.9959,1.0876,53.86,51.49,8.571,9.089,2.80,8.40,2,2,1,1,540,562,442,448,18.15,20.28,19.24,98,114,0,0,0,2,3,4,6,3.90,1,396,10,14.00,13.00,14.00,0.00,2,38.800,42.250,42.800,36.400,5.000,1.000,434,424,106,138,38760,77154,0,1057,191,9,378,0,57,12.93,0,17,83,267,312,0,17.9750,0.0000,1.00000,1727367000,1727367000,0,0,25,35,1.950,0.050,0,0,120,24,0,2,0,13,0,35,1.95,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
63,D30EUR,PERIOD_M5,1408,1462,890,900,441,2.018,2.041,4.059,6.508,1,20.500,21.450,20.000,22.000,1.0250,0.9750,53.09,54.43,7.321,7.661,2.80,8.40,2,2,1,1,890,900,787,789,11.57,12.33,11.96,103,111,0,0,0,2,5,5,8,5.20,1,434,4,11.00,11.00,11.00,0.00,1,37.600,37.600,35.500,35.600,6.900,-4.700,689,677,201,223,38760,77154,0,1057,150,9,448,0,57,12.93,0,26,99,508,546,0,17.8036,0.0000,1.00000,1727367000,1727367000,0,0,25,25,1.650,0.050,0,0,120,24,0,2,0,21,0,25,1.65,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
42,D30EUR,PERIOD_M5,1953,2103,1216,1276,441,2.757,2.893,5.651,9.197,1,18.450,19.000,17.200,18.800,1.0727,1.0106,51.87,53.47,6.589,6.786,2.80,8.40,2,2,1,1,1216,1276,1105,1146,9.13,10.19,9.67,111,130,0,0,0,2,6,9,12,7.80,1,437,4,9.00,9.00,9.00,0.00,1,35.500,36.550,35.500,35.550,5.000,-2.950,929,954,287,322,38760,77154,0,1057,120,9,638,0,57,12.93,0,46,114,720,798,0,17.4964,0.0000,1.00000,1727367000,1727367000,0,0,25,20,1.350,0.050,0,0,120,24,0,2,0,36,0,20,1.35,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
64,D30EUR,PERIOD_M5,1200,1339,766,791,441,1.737,1.794,3.531,5.757,1,22.300,22.700,20.500,22.600,1.0878,1.0044,51.49,53.63,7.964,8.107,2.80,8.40,2,2,1,1,766,791,662,658,13.58,16.81,15.22,104,133,0,0,0,2,4,6,7,4.55,1,431,5,12.00,12.00,12.00,0.00,2,38.500,37.900,37.000,35.500,6.600,-1.400,607,606,159,185,38760,77154,0,1057,173,9,421,0,57,12.93,0,37,91,418,527,0,18.0000,0.0000,1.00000,1727367000,1727367000,0,0,25,30,1.650,0.050,0,0,120,24,0,2,0,30,0,30,1.65,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
86,D30EUR,PERIOD_M5,785,788,509,481,441,1.154,1.091,2.245,3.567,1,24.800,26.000,26.000,25.900,0.9538,1.0039,55.02,53.65,8.857,9.286,2.80,8.40,2,2,1,1,509,481,409,368,19.65,23.49,21.52,100,113,0,0,0,2,4,3,5,3.25,0,360,11,14.00,15.00,15.00,0.00,2,39.300,41.600,43.500,39.000,4.000,-0.500,408,377,101,104,38760,77154,0,1057,194,9,432,0,57,12.93,0,13,77,273,297,0,18.2536,0.0000,1.00000,1727367000,1727367000,0,0,25,40,1.950,0.050,0,0,120,24,0,2,0,9,0,40,1.95,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
19,D30EUR,PERIOD_M5,1333,1352,710,711,441,1.610,1.612,3.222,6.088,1,23.450,25.500,25.000,26.500,0.9380,0.9623,55.47,54.78,8.375,9.107,2.80,8.40,2,2,1,1,710,711,561,528,20.99,25.74,23.36,149,183,0,0,0,2,6,6,9,5.85,1,415,6,14.00,14.00,14.00,0.00,2,37.900,38.100,39.600,37.150,5.200,-3.200,589,582,121,129,38760,77154,0,1057,194,28,511,0,62,14.06,0,23,83,611,630,0,18.6143,0.0000,1.00000,1727367000,1727367000,0,0,25,55,0.900,0.050,0,0,120,24,0,2,0,18,0,55,0.90,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
43,D30EUR,PERIOD_M5,1703,1837,1025,1075,441,2.324,2.438,4.762,8.027,1,20.500,21.100,19.000,21.900,1.0789,0.9635,51.71,54.75,7.321,7.536,2.80,8.40,2,2,1,1,1025,1075,910,952,11.22,11.44,11.33,115,123,0,0,0,2,5,7,9,5.85,1,435,4,10.00,10.00,10.00,0.00,1,37.900,36.950,37.000,35.500,5.200,-4.150,799,816,226,259,38760,77154,0,1057,150,9,485,0,57,12.93,0,33,108,660,747,0,17.9536,0.0000,1.00000,1727367000,1727367000,0,0,25,25,1.350,0.050,0,0,120,24,0,2,0,26,0,25,1.35,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
65,D30EUR,PERIOD_M5,1132,1237,675,720,441,1.531,1.633,3.163,5.372,1,22.500,23.600,23.100,23.200,0.9740,1.0172,54.46,53.29,8.036,8.429,2.80,8.40,2,2,1,1,675,720,562,584,16.74,18.89,17.85,113,136,0,0,0,2,5,5,9,5.85,1,426,5,14.00,13.00,13.00,0.00,2,38.000,40.000,38.100,37.350,8.100,-1.300,541,552,134,168,38760,77154,0,1057,191,9,439,0,57,12.93,0,25,100,446,503,0,18.2643,0.0000,1.00000,1727367000,1727367000,0,0,25,35,1.650,0.050,0,0,120,24,0,2,0,18,0,35,1.65,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
20,D30EUR,PERIOD_M5,3402,3505,2517,2569,441,5.707,5.825,11.533,15.662,1,13.400,13.900,13.400,12.900,1.0000,1.0775,53.75,51.74,4.786,4.964,2.80,8.40,1,1,1,1,2517,2569,2391,2433,5.01,5.29,5.15,126,136,0,0,0,2,9,11,18,11.70,1,438,3,5.00,5.00,5.00,0.00,1,34.100,34.800,32.500,33.500,5.400,-4.750,1865,1882,652,687,38760,77154,0,1057,60,9,645,0,57,12.93,0,88,167,840,893,0,17.1107,0.0000,1.00000,1727367000,1727367000,0,0,25,10,1.050,0.050,0,0,120,24,0,2,0,71,0,10,1.05,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
87,D30EUR,PERIOD_M5,754,721,467,446,441,1.059,1.011,2.070,3.345,1,28.500,26.750,26.500,25.700,1.0755,1.0409,51.80,52.67,10.179,9.554,2.80,8.40,2,2,1,1,467,446,373,336,20.13,24.66,22.34,94,110,0,0,0,2,4,3,5,3.25,0,330,9,15.00,16.00,16.00,0.00,2,44.500,38.550,39.600,38.500,9.400,-2.000,389,356,78,90,38760,77154,0,1057,194,9,418,0,57,12.93,0,7,73,286,269,0,18.5000,0.0000,1.00000,1727367000,1727367000,0,0,25,45,1.950,0.050,0,0,120,24,0,2,0,3,0,45,1.95,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
88,D30EUR,PERIOD_M5,721,690,442,417,441,1.002,0.946,1.948,3.200,0,29.650,27.000,26.500,25.300,1.1189,1.0672,50.73,52.00,10.589,9.643,2.80,8.40,2,2,1,1,442,417,340,291,23.08,30.22,26.54,102,126,0,0,0,1,4,3,5,3.25,0,315,14,18.00,17.00,18.00,0.00,2,43.500,40.400,38.750,36.950,11.200,-2.250,364,316,78,101,38760,77154,0,1057,194,9,529,0,57,12.93,0,5,70,278,269,0,18.5500,0.0000,1.00000,1727367000,1727367000,0,0,25,50,1.950,0.050,0,0,120,24,0,2,0,2,0,50,1.95,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
21,D30EUR,PERIOD_M5,2727,2812,1860,1851,441,4.218,4.197,8.415,12.560,1,15.500,16.500,14.500,16.100,1.0690,1.0248,51.96,53.09,5.536,5.893,2.80,8.40,1,1,1,1,1860,1851,1742,1712,6.34,7.51,6.93,118,139,0,0,0,2,9,9,18,11.70,1,438,3,6.00,7.00,7.00,0.00,1,34.500,35.500,35.500,35.150,5.300,-4.900,1399,1376,461,475,38760,77154,0,1057,90,9,709,0,57,12.93,0,61,145,839,928,0,17.4643,0.0000,1.00000,1727367000,1727367000,0,0,25,15,1.050,0.050,0,0,120,24,0,2,0,50,0,15,1.05,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
89,D30EUR,PERIOD_M5,677,649,398,381,441,0.902,0.864,1.766,3.007,0,30.500,28.500,26.500,25.900,1.1509,1.1004,49.98,51.18,10.893,10.179,2.80,8.40,2,2,1,1,398,381,308,258,22.61,32.28,27.34,90,123,0,0,0,1,3,3,4,2.60,0,280,30,19.00,18.00,19.00,0.00,2,44.800,40.000,37.200,38.450,13.300,0.050,326,294,72,87,38760,77154,0,1057,194,28,492,0,62,14.06,0,7,56,275,265,0,18.6786,0.0000,1.00000,1727367000,1727367000,0,0,25,55,1.950,0.050,0,0,120,24,0,2,0,5,0,55,1.95,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
