Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpRangeMinutes,InpBufferPoints,InpTrailFixedPts,InpSessionHour,InpSessionMin,InpCloseHour,InpCloseMin,InpCloseAtEnd,InpOneTradePerDay,InpEntryMode,InpRangeMode,InpLevelTF,InpPrevWindowMin,InpPendingExpiryMin,InpAllowLong,InpAllowShort,InpMinRangePts,InpMaxRangePts,InpRetestOffsetPts,InpUseGapFill,InpGapMinPoints,InpGapMinRR,InpUseEmaFilter,InpEmaFast,InpEmaSlow,InpFilterTF,InpUseSupertrend,InpStAtrPeriod,InpStMultiplier,InpStTF,InpUseCorrelation,InpCorrSymbol,InpCorrTF,InpCorrEmaFast,InpCorrEmaSlow,InpUseVwapFilter,InpVwapTF,InpRiskPercent,InpSLMode,InpAtrSlMult,InpAtrPeriodMgmt,InpTP1_R,InpTP1_ClosePct,InpBreakevenAtTP1,InpBEatR,InpUseTrailing,InpTrailMode,InpTrailTF,InpTrailAtrMult,InpUseRoundLevels,InpRoundStep,InpRoundMinDistPts,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpSlippagePts,InpMinStopPts,InpSkipIfTight,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpMagic,InpMaxSpread,InpVerbose
80,-11717.48,-27.76654,0.57277,-0.78510,-5.00000,14.8265,422,45,300,200,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
105,868.48,2.02443,1.03880,0.09279,1.45062,8.9709,429,50,100,300,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
46,-8983.23,-22.18081,0.51768,-0.76093,-5.00000,11.5858,405,55,400,100,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
308,-4597.58,-10.21684,0.89198,-0.31426,-4.61464,14.1817,450,45,200,700,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
236,907.78,2.11604,1.02920,0.11258,1.19401,7.8842,429,45,400,500,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
47,-10468.02,-25.78330,0.42701,-0.79388,-5.00000,13.0085,406,60,400,100,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
172,-9504.07,-21.84844,0.76682,-0.83617,-5.00000,11.3272,435,25,300,400,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
37,-22601.69,-54.20070,0.36294,-0.98880,-5.00000,22.8434,417,10,400,100,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
44,-11303.48,-27.23730,0.46791,-0.81346,-5.00000,13.7648,415,45,400,100,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
375,-10630.33,-23.21033,0.81876,-0.85353,-5.00000,12.4233,458,20,400,800,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
376,-5328.62,-11.71125,0.90253,-0.72021,-4.47914,7.3237,455,25,400,800,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
232,-9531.81,-22.11557,0.78955,-0.81470,-5.00000,11.5789,431,25,400,500,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
156,-23586.79,-54.59905,0.60200,-0.89496,-5.00000,26.1266,432,5,200,400,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
126,-7429.96,-17.44122,0.74854,-0.61183,-5.00000,11.8152,426,35,300,300,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
131,-7308.26,-17.65280,0.70824,-0.68907,-5.00000,10.5070,414,60,300,300,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
254,-15765.76,-34.27339,0.74393,-0.90764,-5.00000,17.3394,460,15,200,600,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
304,-11525.34,-25.27487,0.80245,-0.84704,-5.00000,13.5008,456,25,200,700,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
248,-1688.83,-3.75296,0.95788,-0.14883,-1.74254,11.0230,450,45,100,600,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
212,-2546.98,-5.74939,0.92995,-0.21336,-3.20602,11.6019,443,45,200,500,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
163,-4454.67,-10.26422,0.85909,-0.37602,-5.00000,11.5823,434,40,200,400,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
96,-29242.84,-67.37982,0.50657,-0.93110,-5.00000,31.2256,434,5,100,300,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
274,1565.45,3.60703,1.04413,0.21684,1.89018,6.9766,434,55,300,600,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
136,-5655.85,-13.27664,0.82791,-0.70507,-5.00000,7.9051,426,25,400,300,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
220,-14838.26,-33.87731,0.69691,-0.88932,-5.00000,16.5949,438,25,300,500,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
69,-1909.13,-4.50267,0.90471,-0.25337,-3.99956,7.3909,424,50,200,200,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
88,-9110.83,-21.64093,0.68742,-0.86060,-5.00000,10.5128,421,25,400,200,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
89,-9112.11,-21.79931,0.66249,-0.79159,-5.00000,11.4224,418,30,400,200,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
316,-10038.35,-22.11090,0.81695,-0.82998,-5.00000,12.0018,454,25,300,700,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
38,-14624.56,-34.73767,0.49668,-0.93746,-5.00000,15.5879,421,15,400,100,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
306,-5114.17,-11.36482,0.89157,-0.42067,-4.72684,11.7251,450,35,200,700,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
206,-16985.12,-37.74471,0.69667,-0.90414,-5.00000,18.7580,450,15,200,500,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
153,-2057.65,-4.74113,0.92887,-0.19043,-2.95572,10.4792,434,50,100,400,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
130,-2275.25,-5.45624,0.90431,-0.25772,-4.42095,8.7256,417,55,300,300,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
334,330.84,0.75191,1.00837,0.05055,0.37400,6.3027,440,55,400,700,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
179,-5711.44,-13.66373,0.79233,-0.58374,-5.00000,9.6335,418,60,300,400,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
366,-1136.56,-2.50896,0.97530,-0.12846,-1.01418,8.4996,453,35,300,800,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
349,-12525.59,-26.93675,0.82253,-0.79164,-5.00000,15.5634,465,10,200,800,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
244,-10065.98,-22.36884,0.81340,-0.80460,-5.00000,12.3961,450,25,100,600,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
111,-18819.81,-43.46376,0.55618,-0.94754,-5.00000,19.8455,433,20,200,300,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
132,-9169.18,-21.77952,0.79343,-0.62843,-5.00000,14.2104,421,5,400,300,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
282,-929.62,-2.16695,0.97472,-0.15032,-1.05789,6.1272,429,35,400,600,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
108,-21908.17,-50.83102,0.58871,-0.89498,-5.00000,24.2665,431,5,200,300,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
327,-12822.31,-28.43084,0.77036,-0.89173,-5.00000,14.3458,451,20,400,700,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
258,-3826.76,-8.58018,0.91054,-0.35113,-3.98459,10.5402,446,35,200,600,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
309,-3444.12,-7.60291,0.91808,-0.30762,-3.40550,10.9729,453,50,200,700,8,0,17,30,1,1,2,0,16385,60,120,1,1,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
