idx;dir;risultato_R;H4trend;ampiezza_pt;MAE_pt;MFE_pt;MAE_R;MFE_R;barre
413;SHORT;-1.00;UP;11790;20490;8050;1.67;0.66;56
414;SHORT;-1.00;UP;7710;9720;4060;1.18;0.49;3
415;SHORT;1.24;UP;7900;3850;11960;0.46;1.42;98
416;LONG;-1.00;UP;5020;7500;5890;1.36;1.07;51
417;LONG;-1.00;UP;8400;9010;2190;1.01;0.25;31
418;SHORT;-1.00;UP;7680;8370;2820;1.02;0.34;27
419;LONG;-1.00;UP;9120;18350;14620;1.91;1.52;62
420;LONG;-1.00;UP;6020;7010;12810;1.08;1.96;61
421;SHORT;1.45;DOWN;7830;5160;15550;0.62;1.87;96
422;LONG;2.00;DOWN;5380;190;12250;0.03;2.08;15
423;SHORT;-1.00;DOWN;6160;8740;2820;1.31;0.42;6
424;LONG;2.00;DOWN;7440;0;17730;0.00;2.23;28
425;SHORT;-1.00;DOWN;9350;10410;0;1.06;0.00;4
426;SHORT;2.00;DOWN;7390;1720;16040;0.22;2.03;21
427;LONG;-1.00;DOWN;8470;16670;5400;1.86;0.60;58
428;SHORT;-1.00;DOWN;7560;8500;1050;1.05;0.13;7
429;SHORT;1.72;UP;6960;1490;13570;0.20;1.82;90
430;SHORT;-1.00;UP;3240;4930;2820;1.32;0.75;7
431;SHORT;-1.00;UP;7130;7770;3840;1.02;0.50;23
432;LONG;-1.00;UP;4890;7510;3050;1.39;0.57;6
433;LONG;-1.00;UP;6070;7520;8580;1.14;1.31;40
434;LONG;-1.00;UP;5450;7440;0;1.25;0.00;2
435;SHORT;-1.00;DOWN;5910;6810;9640;1.06;1.50;33
436;SHORT;0.13;DOWN;11440;3970;16320;0.33;1.37;99
437;LONG;2.00;DOWN;6550;2470;15350;0.35;2.18;63
438;SHORT;2.00;DOWN;8570;3780;24470;0.42;2.70;66
439;SHORT;0.63;DOWN;8800;3540;12730;0.38;1.37;85
