Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpSLMode,InpTP_R,InpTPMode,InpSLBufferPts,InpUsaGuardian,InpRangeStartHour,InpRangeStartMin,InpRangeEndHour,InpRangeEndMin,InpEndHour,InpEndMin,InpCloseAtEnd,InpOneTradePerDay,InpPendingExpiryMin,InpEntryPoints,InpK,InpAllowLong,InpAllowShort,InpExecTF,InpAtrPeriod,InpAtrSLmult,InpSLFixedPts,InpTPRangeMult,InpTP1Pct,InpBreakeven,InpUseTrailEMA,InpEmaFast,InpEmaSlow,InpExitOnEmaClose,InpUseCloseConfirm,InpMinBodyPct,InpUseEmaFilter,InpUseEma200Filter,InpEma200Period,InpMinRangePct,InpMaxRangePct,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpRiskPercent,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpComment,InpMagic,InpMaxSpread,InpVerbose,InpSlippagePts
4,944.99,13.30972,1.04634,0.18416,2.01087,5.0246,71,0,2.0,0,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
16,1190.21,16.76352,1.06346,0.24221,3.09958,4.7839,71,0,1.5,0,500,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
40,-1025.35,-14.44155,0.94028,-0.21146,-3.19241,4.8059,71,0,1.5,1,1000,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
10,30177.08,425.02930,1.48285,1.44974,25.54609,16.7366,71,2,1.5,1,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
28,-1126.28,-15.86310,0.93911,-0.22179,-3.39562,5.0317,71,0,2.0,1,500,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
22,-3477.58,-48.98000,0.92829,-0.30571,-5.00000,10.9753,71,2,2.0,0,500,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
46,30177.08,425.02930,1.48285,1.44974,25.54609,16.7366,71,2,2.0,1,1000,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
34,-5690.06,-80.14169,0.87239,-0.51649,-5.00000,10.7651,71,2,1.5,0,1000,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
5,-5167.64,-72.78366,0.87000,-0.38240,-5.00000,13.0188,71,1,2.0,0,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
17,-1759.20,-24.77746,0.95492,-0.15369,-3.74595,10.7610,71,1,1.5,0,500,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
41,-6939.22,-97.73549,0.82292,-0.46325,-5.00000,14.5412,71,1,1.5,1,1000,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
11,9509.39,133.93507,1.24979,1.14859,12.22241,7.8885,71,3,1.5,1,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
29,-6939.22,-97.73549,0.82292,-0.46325,-5.00000,14.5412,71,1,2.0,1,500,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
23,2426.88,34.18141,1.06981,0.29529,4.04306,7.9219,71,3,2.0,0,500,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
47,1095.82,15.43408,1.03507,0.15202,1.90721,7.0616,71,3,2.0,1,1000,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
35,1172.59,16.51535,1.03712,0.16225,2.47855,6.9775,71,3,1.5,0,1000,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
