Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpSLMode,InpTP_R,InpTPMode,InpSLBufferPts,InpUsaGuardian,InpRangeStartHour,InpRangeStartMin,InpRangeEndHour,InpRangeEndMin,InpEndHour,InpEndMin,InpCloseAtEnd,InpOneTradePerDay,InpPendingExpiryMin,InpEntryPoints,InpK,InpAllowLong,InpAllowShort,InpExecTF,InpAtrPeriod,InpAtrSLmult,InpSLFixedPts,InpTPRangeMult,InpTP1Pct,InpBreakeven,InpUseTrailEMA,InpEmaFast,InpEmaSlow,InpExitOnEmaClose,InpUseCloseConfirm,InpMinBodyPct,InpUseEmaFilter,InpUseEma200Filter,InpEma200Period,InpMinRangePct,InpMaxRangePct,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpRiskPercent,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpComment,InpMagic,InpMaxSpread,InpVerbose,InpSlippagePts
13,32422.75,272.46008,1.48518,3.12670,23.86747,8.5060,119,1,2.0,1,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
43,28466.13,239.21118,1.55394,3.03227,24.71160,8.0454,119,3,1.5,1,1000,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
37,28142.57,236.49218,1.45397,2.43277,26.20862,9.8345,119,1,2.0,0,1000,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
25,32422.75,272.46008,1.48518,3.12670,23.86747,8.5060,119,1,1.5,1,500,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
31,29295.20,246.17815,1.51284,2.60579,23.64901,9.5573,119,3,2.0,1,500,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
1,13364.83,112.30950,1.23447,1.03564,16.21874,11.5752,119,1,1.5,0,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
8,18921.52,159.00437,1.68012,4.05303,27.89523,4.2956,119,0,1.5,1,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
20,23457.58,197.12252,1.83754,3.82535,28.06224,5.5805,119,0,2.0,0,500,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
44,16062.76,134.98118,1.64233,4.01568,26.97882,3.7018,119,0,2.0,1,1000,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
14,73377.30,616.61597,1.78015,2.57269,35.56082,17.9010,119,2,2.0,1,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
38,-3215.64,-27.02218,0.95703,-0.15123,-5.00000,20.5418,119,2,2.0,0,1000,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
32,16850.58,141.60151,1.64542,3.54357,23.85620,4.4027,119,0,1.5,0,1000,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
2,-15757.58,-132.41664,0.77651,-0.62017,-5.00000,24.7643,119,2,1.5,0,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
26,73377.30,616.61597,1.78015,2.57269,35.56082,17.9010,119,2,1.5,1,500,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
9,32422.75,272.46008,1.48518,3.12670,23.86747,8.5060,119,1,1.5,1,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
21,28142.57,236.49218,1.45397,2.43277,26.20862,9.8345,119,1,2.0,0,500,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
45,32422.75,272.46008,1.48518,3.12670,23.86747,8.5060,119,1,2.0,1,1000,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
15,41057.00,345.01681,1.67419,3.51891,28.49297,9.7623,119,3,2.0,1,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
33,13364.83,112.30950,1.23447,1.03564,16.21874,11.5752,119,1,1.5,0,1000,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
39,23307.99,195.86546,1.47076,2.58104,21.72031,7.9551,119,3,2.0,0,1000,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
3,23149.99,194.53773,1.44176,1.86077,25.60553,10.9365,119,3,1.5,0,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
27,29295.20,246.17815,1.51284,2.60579,23.64901,9.5573,119,3,1.5,1,500,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
10,73377.30,616.61597,1.78015,2.57269,35.56082,17.9010,119,2,1.5,1,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
22,-3215.64,-27.02218,0.95703,-0.15123,-5.00000,20.5418,119,2,2.0,0,500,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
46,73377.30,616.61597,1.78015,2.57269,35.56082,17.9010,119,2,2.0,1,1000,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
16,23003.35,193.30546,1.83850,5.54340,31.92942,3.8395,119,0,1.5,0,500,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
34,-15757.58,-132.41664,0.77651,-0.62017,-5.00000,24.7643,119,2,1.5,0,1000,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
4,24135.73,202.82126,1.81627,3.73535,27.85306,5.8722,119,0,2.0,0,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
40,16062.76,134.98118,1.64233,4.01568,26.97882,3.7018,119,0,1.5,1,1000,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
28,17377.96,146.03328,1.66106,4.04552,27.45917,3.9639,119,0,2.0,1,500,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
11,41057.00,345.01681,1.67419,3.51891,28.49297,9.7623,119,3,1.5,1,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
23,24388.59,204.94613,1.45794,2.10230,22.51314,10.2788,119,3,2.0,0,500,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
47,28466.13,239.21118,1.55394,3.03227,24.71160,8.0454,119,3,2.0,1,1000,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
17,13364.83,112.30950,1.23447,1.03564,16.21874,11.5752,119,1,1.5,0,500,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
35,22368.85,187.97353,1.47566,2.22185,25.17163,8.8703,119,3,1.5,0,1000,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
5,28142.57,236.49218,1.45397,2.43277,26.20862,9.8345,119,1,2.0,0,0,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
41,32422.75,272.46008,1.48518,3.12670,23.86747,8.5060,119,1,1.5,1,1000,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
29,32422.75,272.46008,1.48518,3.12670,23.86747,8.5060,119,1,2.0,1,500,1,14,30,14,45,21,0,1,1,600,10,1,1,0,5,14,1.5,1000,1.5,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
