Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpEmaSlow,InpTP1_R,InpSessionHour,InpSessionMin,InpRangeMinutes,InpCloseHour,InpCloseMin,InpCloseAtEnd,InpOneTradePerDay,InpEntryMode,InpRangeMode,InpLevelTF,InpPrevWindowMin,InpBufferPoints,InpPendingExpiryMin,InpAllowLong,InpAllowShort,InpMinRangePts,InpMaxRangePts,InpRetestOffsetPts,InpFadeOffsetPts,InpDelayMinutes,InpDelayDirMode,InpUseGapFill,InpGapMinPoints,InpGapMinRR,InpUseEmaFilter,InpEmaFast,InpFilterTF,InpUseSupertrend,InpStAtrPeriod,InpStMultiplier,InpStTF,InpUseSupertrend3,InpUseCorrelation,InpCorrSymbol,InpCorrTF,InpCorrEmaFast,InpCorrEmaSlow,InpUseVwapFilter,InpVwapTF,InpRiskPercent,InpSLMode,InpAtrSlMult,InpAtrPeriodMgmt,InpTP1_ClosePct,InpBreakevenAtTP1,InpBEatR,InpUseTrailing,InpTrailMode,InpTrailTF,InpTrailAtrMult,InpTrailFixedPts,InpUseRoundLevels,InpRoundStep,InpRoundMinDistPts,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpSlippagePts,InpMinStopPts,InpSkipIfTight,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpUseAtrFilter,InpAtrFilterBars,InpAtrFilterMult,InpConfirmMode,InpMagic,InpMaxSpread,InpVerbose
21,2008.25,10.68218,1.37264,3.76754,13.54078,4.4071,188,40,0.67,14,30,15,17,30,1,1,0,0,16385,60,200,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0,0,0,1,1,5,2,12532,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
26,1490.09,7.52571,1.26748,2.37283,9.37925,6.2246,198,140,0.67,14,30,15,17,30,1,1,0,0,16385,60,200,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0,0,0,1,1,5,2,12532,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
2,1864.36,9.61010,1.42118,3.84269,16.12966,4.8090,194,60,0.33,14,30,15,17,30,1,1,0,0,16385,60,200,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0,0,0,1,1,5,2,12532,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
17,1743.77,8.85162,1.32713,2.61212,12.30532,6.6170,197,160,0.50,14,30,15,17,30,1,1,0,0,16385,60,200,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0,0,0,1,1,5,2,12532,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
32,2334.05,12.03119,1.42098,4.00111,14.09093,4.7005,194,60,0.84,14,30,15,17,30,1,1,0,0,16385,60,200,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0,0,0,1,1,5,2,12532,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
7,1627.19,8.25985,1.34859,1.85464,13.88485,8.6965,197,160,0.33,14,30,15,17,30,1,1,0,0,16385,60,200,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0,0,0,1,1,5,2,12532,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
12,1818.34,9.37289,1.35810,3.83301,13.27778,4.2915,194,60,0.50,14,30,15,17,30,1,1,0,0,16385,60,200,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0,0,0,1,1,5,2,12532,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
27,1586.98,8.05574,1.28557,2.38766,9.98714,6.5882,197,160,0.67,14,30,15,17,30,1,1,0,0,16385,60,200,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0,0,0,1,1,5,2,12532,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
22,2085.85,10.75180,1.39158,3.79646,13.53921,4.5650,194,60,0.67,14,30,15,17,30,1,1,0,0,16385,60,200,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0,0,0,1,1,5,2,12532,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
37,2005.78,10.18162,1.34790,3.08843,11.58210,6.4374,197,160,0.84,14,30,15,17,30,1,1,0,0,16385,60,200,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0,0,0,1,1,5,2,12532,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
3,2423.81,12.36638,1.55976,4.15748,19.73643,5.7787,196,80,0.33,14,30,15,17,30,1,1,0,0,16385,60,200,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0,0,0,1,1,5,2,12532,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
8,1826.86,9.27340,1.39980,2.08222,15.48842,8.6965,197,180,0.33,14,30,15,17,30,1,1,0,0,16385,60,200,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0,0,0,1,1,5,2,12532,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
18,1851.97,9.40086,1.35397,2.77420,13.01812,6.6170,197,180,0.50,14,30,15,17,30,1,1,0,0,16385,60,200,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0,0,0,1,1,5,2,12532,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
33,2582.00,13.17347,1.47086,4.40607,14.66119,4.6472,196,80,0.84,14,30,15,17,30,1,1,0,0,16385,60,200,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0,0,0,1,1,5,2,12532,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
13,2268.28,11.57286,1.45748,4.78520,15.53817,4.2853,196,80,0.50,14,30,15,17,30,1,1,0,0,16385,60,200,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0,0,0,1,1,5,2,12532,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
28,1697.83,8.61843,1.31103,2.55443,10.63750,6.5882,197,180,0.67,14,30,15,17,30,1,1,0,0,16385,60,200,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0,0,0,1,1,5,2,12532,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
23,2266.55,11.56403,1.42986,4.10592,13.85247,4.5292,196,80,0.67,14,30,15,17,30,1,1,0,0,16385,60,200,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0,0,0,1,1,5,2,12532,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
38,2128.90,10.80660,1.37567,3.27800,12.22549,6.4374,197,180,0.84,14,30,15,17,30,1,1,0,0,16385,60,200,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0,0,0,1,1,5,2,12532,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
4,1912.06,9.70589,1.42954,2.41773,16.02580,7.8390,197,100,0.33,14,30,15,17,30,1,1,0,0,16385,60,200,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0,0,0,1,1,5,2,12532,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
9,2248.40,11.41320,1.49911,3.10188,18.64653,7.1848,197,200,0.33,14,30,15,17,30,1,1,0,0,16385,60,200,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0,0,0,1,1,5,2,12532,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
34,2055.39,10.43345,1.37183,3.60873,11.96690,5.6455,197,100,0.84,14,30,15,17,30,1,1,0,0,16385,60,200,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0,0,0,1,1,5,2,12532,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
19,2582.59,13.10959,1.51158,4.68378,17.62084,5.4638,197,200,0.50,14,30,15,17,30,1,1,0,0,16385,60,200,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0,0,0,1,1,5,2,12532,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
14,1919.21,9.74218,1.37771,2.99208,13.31144,6.3579,197,100,0.50,14,30,15,17,30,1,1,0,0,16385,60,200,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0,0,0,1,1,5,2,12532,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
29,2476.47,12.57091,1.46476,3.93816,14.92123,6.1951,197,200,0.67,14,30,15,17,30,1,1,0,0,16385,60,200,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0,0,0,1,1,5,2,12532,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
39,3037.59,15.41924,1.54570,4.83385,16.75504,6.1801,197,200,0.84,14,30,15,17,30,1,1,0,0,16385,60,200,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0,0,0,1,1,5,2,12532,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
24,1839.67,9.33843,1.34307,3.18431,11.51078,5.7265,197,100,0.67,14,30,15,17,30,1,1,0,0,16385,60,200,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0,0,0,1,1,5,2,12532,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
